policy_id,title,organization,no_upload_group,reason_group_ko,detailed_reason_ko,risk_if_uploaded_ko,next_action_ko,recommended_action,old_amount_manwon,old_amount_actual,new_selected_amount_manwon,new_selected_type,new_roi_apply_method,candidate_count,candidate_summary,url
PBLN_000000000123659,[경북] 2026년 3차 지역기업 성장사다리 지원사업 통합 추가 공고,중소벤처기업부,resolved_keep_old,기존값 유지,새 파싱값보다 기존값이 더 타당하다고 판정되어 업데이트하지 않음,업로드하면 오히려 검수된 기존 대표금액을 덮어쓸 위험,기존값을 보존. 필요하면 수기검수에서 keep_old로 확정,no_update_keep_existing,4500.0,"최대 4,500만원",1500.0,support_amount,subtract,9,"1500.0만원/unknown/review: 경북지역 주력산업 분야(KSIC코드 첨부 必)를 영위하는 중소기업 ☞ 초기ㆍ잠재기업(최대 15,000천원) || 1500.0만원/support_amount/subtract: R&D연계기업(최대 15,000천원) 지원 - 기술혁신 || 2000.0만원/self_funding/review: 지원금이2,000만원이라면기업부담금은200만원이상이필수이며 || 200.0만원/self_funding/review: 000만원이라면기업부담금은200만원이상이필수이며 || 600000.0만원/revenue_condition/review: 잠재기업프로그램은어떤기업이신청할수있나요？A5-1ü2025년매출액60억미만이며본사기준경북지역에소재하면지원가능합니다 || ... 후보 4개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123659
PBLN_000000000123764,AI융합 의료기기 신뢰성 강화 및 성능 평가ㆍ실증 사업 수혜기업 모집 공고,산업통상부,resolved_keep_old,기존값 유지,새 파싱값보다 기존값이 더 타당하다고 판정되어 업데이트하지 않음,업로드하면 오히려 검수된 기존 대표금액을 덮어쓸 위험,기존값을 보존. 필요하면 수기검수에서 keep_old로 확정,no_update_keep_existing,2280.0,"최대 2,280만원",960.0,non_cash,recommend_only,6,"1000.0만원/total_project_cost/review: FDA 등 기술문서 제출에 즉시 활용 가능한 결과보고서 및 성적서 발행- 지원기관 : (재)한국AI의료헬스케어연구원- 총 사업비 및 지원 기간 정부지원금민간부담금(20%)총 사업비(VAT별도) 지원 기간최대 10,000천원정부지원금의 20%12 || 1200.0만원/unknown/review: 000천원정부지원금의 20%12,000천원협약일 ~10월 말 ② 성능평가 (5건) - 데이터 기반 알고리즘 || 800.0만원/total_project_cost/review: FDA 등 기술문서 제출에 즉시 활용 가능한 결과보고서 및 성적서 발행- 지원기관 : (재)한국AI의료헬스케어연구원- 총사업비 및 지원 기간 정부지원금민간부담금(20%)총 사업비(VAT별도) 지원 기간최대 8,000천원정부지원금의 20%9 || 960.0만원/non_cash/recommend_only: 000천원정부지원금의 20%9,600천원협약일 ~10월 말 ③ 임상 설계 (1건) - 임상시험계획서 작성 컨설팅 || 1900.0만원/total_project_cost/review: 비용효과성(문헌조사기반) 분석- 지원기관 : (재)충북테크노파크- 총 사업비 및 지원 기간 정부지원금민간부담금(20%)총사업비(VAT별도) 지원 기간최대 19,000천원정부지원금의 20%22 || ... 후보 1개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123764
PBLN_000000000123782,[충남] 2026년 콘텐츠코리아랩 미드폼 영상콘텐츠 제작 지원사업 모집 공고,충청남도,resolved_keep_old,기존값 유지,새 파싱값보다 기존값이 더 타당하다고 판정되어 업데이트하지 않음,업로드하면 오히려 검수된 기존 대표금액을 덮어쓸 위험,기존값을 보존. 필요하면 수기검수에서 keep_old로 확정,no_update_keep_existing,17500.0,최대 1.8억원,50000.0,support_amount,subtract,19,"4500.0만원/support_amount/subtract: 최종 선정팀은 협약 종료 시점까지 충청남도 내 사업장(본사)을 유지하여야 함 ② 국세 및 지방세 체납 사실이 없는 자 ③ 정부지원사업 참여제한 등의 제재조치를 받고 있지 않은 자 ☞ 공포 장르 과제당 4,500만원 || 4250.0만원/support_amount/subtract: 자유 장르 과제당 4,250만원 지원 || 10000.0만원/unknown/review: 4월 ~ 12월 100,000,000원 氠瑢 과제개요 가 || 4950.0만원/total_project_cost/review: 후속 사업화 계획 등 자유 작성 氠瑢 ㅇ - ㅇ - ㅇ - 氠瑢 사업비 편성 氠瑢 총사업비(A+B) 49,500,000원 지원금(A) 45 || 4500.0만원/self_funding/review: 000원 지원금(A) 45,000,000원 자기부담금(B) 4 || ... 후보 14개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123782
SMARTFACTORY:2025-N-0203:1,2026년도 자율형공장 구축 지원사업(컨소시엄신청),스마트공장 사업관리시스템,resolved_keep_old,기존값 유지,새 파싱값보다 기존값이 더 타당하다고 판정되어 업데이트하지 않음,업로드하면 오히려 검수된 기존 대표금액을 덮어쓸 위험,기존값을 보존. 필요하면 수기검수에서 keep_old로 확정,no_update_keep_existing,2000.0,최대 50% 지원,60000.0,support_amount,subtract,28,5.0만원/fee/review: □사업비 편성 관련 필수계상 사업비 기타비용 항목에 필수 편성하며 미편성할 경우 총사업비와 별개로 도입기업 부담 정산 수수료 지정 회계법인의 사업비 상시모니터링 및 정산을 위한 수수료 필수 편성차년도 총사업비 규모 표준수수료 공급가액 기준( ) 비고 백만원 이하50 천원455 부가세 제외백만원 이하200 천원 637 백만원 이하400 천원 910 백만원 초과400 천원 1 || 20.0만원/fee/review: □사업비 편성 관련 필수계상 사업비 기타비용 항목에 필수 편성하며 미편성할 경우 총사업비와 별개로 도입기업 부담 정산 수수료 지정 회계법인의 사업비 상시모니터링 및 정산을 위한 수수료 필수 편성차년도 총사업비 규모 표준수수료 공급가액 기준( ) 비고 백만원 이하50 천원455 부가세 제외백만원 이하200 천원 637 백만원 이하400 천원 910 백만원 초과400 천원 1 || 63700.0만원/fee/review: □사업비 편성 관련 필수계상 사업비 기타비용 항목에 필수 편성하며 미편성할 경우 총사업비와 별개로 도입기업 부담 정산 수수료 지정 회계법인의 사업비 상시모니터링 및 정산을 위한 수수료 필수 편성차년도 총사업비 규모 표준수수료 공급가액 기준( ) 비고 백만원 이하50 천원455 부가세 제외백만원 이하200 천원 637 백만원 이하400 천원 910 백만원 초과400 천원 1 || 40.0만원/fee/review: □사업비 편성 관련 필수계상 사업비 기타비용 항목에 필수 편성하며 미편성할 경우 총사업비와 별개로 도입기업 부담 정산 수수료 지정 회계법인의 사업비 상시모니터링 및 정산을 위한 수수료 필수 편성차년도 총사업비 규모 표준수수료 공급가액 기준( ) 비고 백만원 이하50 천원455 부가세 제외백만원 이하200 천원 637 백만원 이하400 천원 910 백만원 초과400 천원 1 || 91000.0만원/fee/review: □사업비 편성 관련 필수계상 사업비 기타비용 항목에 필수 편성하며 미편성할 경우 총사업비와 별개로 도입기업 부담 정산 수수료 지정 회계법인의 사업비 상시모니터링 및 정산을 위한 수수료 필수 편성차년도 총사업비 규모 표준수수료 공급가액 기준( ) 비고 백만원 이하50 천원455 부가세 제외백만원 이하200 천원 637 백만원 이하400 천원 910 백만원 초과400 천원 1 || ... 후보 23개 추가,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0203&pbancSn=1
SMARTFACTORY:2026-N-0105:1,2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업(동일수준) 공고,스마트공장 사업관리시스템,resolved_keep_old,기존값 유지,새 파싱값보다 기존값이 더 타당하다고 판정되어 업데이트하지 않음,업로드하면 오히려 검수된 기존 대표금액을 덮어쓸 위험,기존값을 보존. 필요하면 수기검수에서 keep_old로 확정,no_update_keep_existing,25000.0,최대 2.5억원,20000.0,support_amount,subtract,15,"25000.0만원/unknown/review: 기초 10) ◦ (지원 조건) - 고도화: 목표수준별 총 2.5억원 내에서 2회( 1회차 고도화→ 2회차 동일수준) 까지 지원 하되 || 20000.0만원/support_amount/subtract: 원 내에서 2회( 1회차 고도화→ 2회차 동일수준) 까지 지원 하되, 회당 최대 2억원 한도, 지원비율 50% 이내에서 지원 가능 * 단, 공고일 전에 스마트공장 구축 || 5000.0만원/support_amount/subtract: 통해 “고도화” 지원받은 기업이 ‘26년도 “동일수준” 신청시, 기존처럼 최대 0.5억원, 6개월 이내 지원 가능(동일수준 지원은 목표수준별 1회만 지원 가능) - 기초 || 8000.0만원/support_amount/subtract: 6개월 이내 지원 가능(동일수준 지원은 목표수준별 1회만 지원 가능) - 기초: 신규 구축 및 동일 수준 0.8 억원 이내(지원 비율 80% 이내) 지원유형 지원기간 정부 지원한도 지원 비율 구축목표수준 || 20000.0만원/unknown/review: 고도화 최대 9개월 최대 2.0억원 이내 (단 || ... 후보 10개 추가",https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0105&pbancSn=1
TECHNOPARK:1500,"(2026-130호) 2026년도 지역주력산업육성(지역특화 프로젝트 레전드 50+) 지원모집 2차 공고 (강원 2.0, 퀀텀점프)",강원테크노파크,resolved_keep_old,기존값 유지,새 파싱값보다 기존값이 더 타당하다고 판정되어 업데이트하지 않음,업로드하면 오히려 검수된 기존 대표금액을 덮어쓸 위험,기존값을 보존. 필요하면 수기검수에서 keep_old로 확정,no_update_keep_existing,1000.0,"10,000천원",2000.0,support_amount,subtract,12,"35000.0만원/total_support_scale/review: (재)강원테크노파크원장 灳瑣 지원개요 ◦ (지원규모) 총 350,000천원(국비) - 1차 223 || 22300.0만원/unknown/review: 000천원(국비) - 1차 223,000천원 || 12700.0만원/unknown/review: / 2차 127,000천원 ◦ (프로그램 및 내용) 총 11개 지원프로그램 || 1000.0만원/unknown/review: 전략보고서 도출 등 5개월 10,000천원 기술해결 (기술이전/ 기술지도) || 1000.0만원/unknown/review: 목표기술 개발을 위한 기획지원 5개월 10,000천원 장비지원 || ... 후보 7개 추가",https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMxNjgmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
TECHNOPARK:793,[강원테크노파크 공고 제 2026-101호] 2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업 공고,강원테크노파크,resolved_keep_old,기존값 유지,새 파싱값보다 기존값이 더 타당하다고 판정되어 업데이트하지 않음,업로드하면 오히려 검수된 기존 대표금액을 덮어쓸 위험,기존값을 보존. 필요하면 수기검수에서 keep_old로 확정,no_update_keep_existing,25000.0,최대 2.5억원,20000.0,support_amount,subtract,22,"20000.0만원/unknown/review: 고도화 최대 9 개월 최대 2.0 억원 이내 ( 단 || 25000.0만원/unknown/review: 수준별 2.5 억원 한도 ) 50% 이내 중간 1 이상 목표설정 필수 고도화 ( 동일수준 ) 기초 최대 9 개월 최대 0 || 8000.0만원/unknown/review: 5 억원 한도 ) 50% 이내 중간 1 이상 목표설정 필수 고도화 ( 동일수준 ) 기초 최대 9 개월 최대 0.8 억원 이내 80% 이내 기초 이상 기초 ( 동일수준 ) || 25000.0만원/unknown/review: 기초 10)◦(지원 조건)-고도화:목표수준별 총 2.5억원 내에서 2회(1회차고도화→2회차동일수준)까지 지원하되 || 20000.0만원/support_amount/subtract: 총 2.5억원 내에서 2회(1회차고도화→2회차동일수준)까지 지원하되,회당 최대 2억원 한도,지원비율 50%이내에서 지원가능*단,공고일 전에 스마트공장 구축사업을 통해 || ... 후보 17개 추가",https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMwNjYmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
TECHNOPARK:872,2026년 충남 정보보호 우수사례 지원사업 수혜기업 모집,충남테크노파크,resolved_keep_old,기존값 유지,새 파싱값보다 기존값이 더 타당하다고 판정되어 업데이트하지 않음,업로드하면 오히려 검수된 기존 대표금액을 덮어쓸 위험,기존값을 보존. 필요하면 수기검수에서 keep_old로 확정,no_update_keep_existing,750.0,최대 750만원,0.0,support_amount,subtract,7,"750.0만원/consulting_fee/recommend_only: (구축) 정보보호 컨설팅에 기반한 보안솔루션 및 SECaaS 활용 시스템 구축구분총 지원비구축기업 부담금(예시-컨설팅 7,500천원)현금 10%부가세 10%계컨설팅 || 3000.0만원/unknown/review: 보안솔루션 및 SECaaS30,000천원2 || 225.0만원/consulting_fee/recommend_only: 0천원)현금 10%부가세 10%계컨설팅, 보안솔루션 및 SECaaS30,000천원2,250천원3,225천원5,475천원 * 실제 지원 내용은 상기 사업비 범위 내에서 사업 유 || 322.5만원/consulting_fee/recommend_only: 10%부가세 10%계컨설팅, 보안솔루션 및 SECaaS30,000천원2,250천원3,225천원5,475천원 * 실제 지원 내용은 상기 사업비 범위 내에서 사업 유형별로 조정 || 547.5만원/consulting_fee/recommend_only: 225천원5,475천원 * 실제 지원 내용은 상기 사업비 범위 내에서 사업 유형별로 조정 가능 * 현금 부담은 컨설팅 비용을 제외한 지원금의 10% 이상으로 함 - || ... 후보 2개 추가",https://www.ctp.or.kr/business/datadetail.do?seq=2709231
PBLN_000000000116853,2026년 기업훈련 탄력운영제 참여기업 모집 공고,고용노동부,selected_candidate_missing,정책판단/대표 제외,"후보는 있으나 대부분 총규모, 조건금액, 비현금, 수수료 등 대표 제외 성격",업로드 기준이 정책 판단에 따라 달라져 자동 확정 불가,자동 업로드 제외. 정책상 보여줄 필요가 있으면 별도 타입으로 수기 결정,exclude_or_policy_decision,1820000.0,최대 182억원,,,,2,1820000.0만원/project_budget/review: 지원예산: 182억(기업 350개 내외) || None만원/support_ratio/ratio_cap: 2026년 기업훈련 탄력운영제 참여기업 모집 공고 고용노동부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책정보 개방 속보성 대시보드,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116853
PBLN_000000000117291,2026년 한국식품산업클러스터진흥원 기업지원시설ㆍ장비 활용 지원사업 공고,농림축산식품부,selected_candidate_missing,정책판단/대표 제외,"후보는 있으나 대부분 총규모, 조건금액, 비현금, 수수료 등 대표 제외 성격",업로드 기준이 정책 판단에 따라 달라져 자동 확정 불가,자동 업로드 제외. 정책상 보여줄 필요가 있으면 별도 타입으로 수기 결정,exclude_or_policy_decision,25000.0,최대 2.5억원,,,,3,2000.0만원/total_support_scale/review: (수) ∼ 지원금 소진시까지 □ 사업비 지원규모: 기업별 최대 20백만원 □ 사업비 구성: 지원금 70~20% || 25000.0만원/equipment_usage_fee/recommend_only: 간접 지원 氠瑢 氠瑢 농림축산식품부 정책수립 및 예산 지원 한국식품산업클러스터진흥원 사업 기획 및 관리 지원유형❶ 지원유형❷ 신청기업 식품진흥원 신청기업 식품진흥원 기술/생산장비 공동활용 시험‧분석 의뢰 시험‧분석 결과 제공 氠瑢 2 공고 개요 □ 공고규모: 예산 2.5억원 이내 □ 공고기간: 2026 || None만원/support_ratio/ratio_cap: 2026년 한국식품산업클러스터진흥원 기업지원시설ㆍ장비 활용 지원사업 공고 농림축산식품부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117291
PBLN_000000000117481,전북바이오융합교육센터 재직자 교육 훈련생ㆍ기업 모집 공고(국가인적자원개발컨소시엄),전북특별자치도,selected_candidate_missing,정책판단/대표 제외,"후보는 있으나 대부분 총규모, 조건금액, 비현금, 수수료 등 대표 제외 성격",업로드 기준이 정책 판단에 따라 달라져 자동 확정 불가,자동 업로드 제외. 정책상 보여줄 필요가 있으면 별도 타입으로 수기 결정,exclude_or_policy_decision,100.0,최대 100만원,,,,2,100.0만원/education_fee/recommend_only: 강사료는 교육센터 강사료 지급기준에 따라 차등 지급(1일 최대 1백만원) || None만원/support_ratio/ratio_cap: 전북바이오융합교육센터 재직자 교육 훈련생ㆍ기업 모집 공고(국가인적자원개발컨소시엄) 전북특별자치도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117481
PBLN_000000000117654,[강원] 2026년 중소ㆍ벤처기업 투자이음 강화 프로그램 참여기업 연중 상시접수 공고(강원 벤처투자 생태계 조성사업),강원특별자치도,selected_candidate_missing,대표금액 없음,Gemini/규칙 검수 후에도 기업당/과제당 최대 지원금으로 볼 후보가 없음,총규모/조건/비현금 후보를 대표금액으로 오인할 위험,금액 업데이트 제외. 필요하면 수기검수로 근거 문장 직접 확인,no_representative_amount,650000.0,최대 65억원,,,,3,650000.0만원/unknown/review: 초기~7년 미만 농식품 경영체 인라이트벤처스 65억  대학창업펀드 12 대학창업 펀드 제1호/2호 초기기업 || 280000.0만원/unknown/review: 대학/학생 창업기업 강원대기술지주 28억/ 34억 氠瑢 湯湷 Ⅱ 지원내용 □ 지원방법 || 340000.0만원/unknown/review: 대학/학생 창업기업 강원대기술지주 28억/ 34억 氠瑢 湯湷 Ⅱ 지원내용 □ 지원방법,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117654
PBLN_000000000117794,[경북] 2026년 중소기업 정부기술개발공모사업 선정지원 참여기업 모집 공고,경상북도,selected_candidate_missing,대표금액 없음,Gemini/규칙 검수 후에도 기업당/과제당 최대 지원금으로 볼 후보가 없음,총규모/조건/비현금 후보를 대표금액으로 오인할 위험,금액 업데이트 제외. 필요하면 수기검수로 근거 문장 직접 확인,no_representative_amount,150.0,최대 150만원,,,,12,30.0만원/consulting_fee/recommend_only: / 5회 中 선택 牭景 기획 컨설팅(기업부담금 30만원) || 50.0만원/consulting_fee/recommend_only: 주관기관 운영프로그램 참여 시 지원 牭景 발표평가 컨설팅 牭景 모의발표평가 牭景 재도전 컨설팅 牭景 차년도 R&D 컨설팅(기업부담금 50만원) || 150.0만원/consulting_fee/recommend_only: 사업계획서 작성방법 컨설팅 등 결 과 물: 컨설팅 일지 150 만원 漠杳 신청서 접수  漠杳 기업 현장점검  漠杳 승인 통보  漠杳 전문가 매칭  漠杳 컨설팅 진행  漠杳 결과보고서 제출  漠杳 사업 || 270.0만원/unknown/review: 접수증 270 만원 TP부담 270만원 || 270.0만원/unknown/review: 접수증 270 만원 TP부담 270만원 || ... 후보 7개 추가,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117794
PBLN_000000000118006,2026년 스마트공장 수준확인 사업 공고,중소벤처기업부,selected_candidate_missing,정책판단/대표 제외,"후보는 있으나 대부분 총규모, 조건금액, 비현금, 수수료 등 대표 제외 성격",업로드 기준이 정책 판단에 따라 달라져 자동 확정 불가,자동 업로드 제외. 정책상 보여줄 필요가 있으면 별도 타입으로 수기 결정,exclude_or_policy_decision,200000.0,최대 20억원,,,,2,"200000.0만원/consulting_fee/recommend_only: 중견 제조기업의 자발적인 스마트공장 구축 및 고도화를 촉진하기 위한 스마트화 수준진단을 지원◦(사업 규모)2,000백만 원(수준확인 2 || None만원/support_ratio/ratio_cap: 2026년 스마트공장 수준확인 사업 공고 중소벤처기업부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책정보 개방 속보성 대시보드 고객",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118006
PBLN_000000000118047,[충북] 청주시 2026년 도시근로자 지원사업 참여기업 모집 공고,충청북도,selected_candidate_missing,대표금액 없음,Gemini/규칙 검수 후에도 기업당/과제당 최대 지원금으로 볼 후보가 없음,총규모/조건/비현금 후보를 대표금액으로 오인할 위험,금액 업데이트 제외. 필요하면 수기검수로 근거 문장 직접 확인,no_representative_amount,20.0,최대 20만원,,,,2,20.0만원/unknown/review: 참여자 3개월 이상 고용 시 1명당 근속인센티브 20만원 지급(1회) 제출서류 1 || None만원/support_ratio/ratio_cap: [충북] 청주시 2026년 도시근로자 지원사업 참여기업 모집 공고 충청북도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책정보 개방,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118047
PBLN_000000000118049,2026년 중소벤처기업부 외국전문인력(E-7-1) 고용추천 공고,중소벤처기업부,selected_candidate_missing,대표금액 없음,Gemini/규칙 검수 후에도 기업당/과제당 최대 지원금으로 볼 후보가 없음,총규모/조건/비현금 후보를 대표금액으로 오인할 위험,금액 업데이트 제외. 필요하면 수기검수로 근거 문장 직접 확인,no_representative_amount,2897.0,"최대 2,897만원",,,,1,"2897.0만원/unknown/review: 31까지는 기존 임금요건(연 2,897만원 이상) 기준 적용 ② 중소기업 중소기업기본법 제2조(중소기업자의 범위)에 따른 중소기업 ③ 고용기준 디자이너 (285) 내국인 피보험자 수에",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118049
PBLN_000000000118318,2026년 소스개발 및 생산지원 사업 공고,농림축산식품부,selected_candidate_missing,정책판단/대표 제외,"후보는 있으나 대부분 총규모, 조건금액, 비현금, 수수료 등 대표 제외 성격",업로드 기준이 정책 판단에 따라 달라져 자동 확정 불가,자동 업로드 제외. 정책상 보여줄 필요가 있으면 별도 타입으로 수기 결정,exclude_or_policy_decision,3000.0,"최대 3,000만원",,,,6,2000.0만원/equipment_usage_fee/recommend_only: 디지털식품정보플랫폼 가입기업 등) ☞ 장비사용 수수료 할인(기업별 누적 최대 20백만원) 지원 사업신청 방법 온라인 접수 (디지털식품정보플랫폼) 사업신청 사이트 온라인신청 바로가기 문의처 한국식품산업클러스터진흥원 [일반문의] 06 || 2000.0만원/total_support_scale/review: (수) ∼ 지원금 소진시까지 □ 지원방법: 장비사용 수수료 할인 □ 지원규모: 기업별 누적 최대 20백만원 □ 사업규모: 총 30백만원 이내 □ 지원대상: 식품 관련 기업(국가식품클러스터 입주(분양 || 3000.0만원/total_support_scale/review: (수) ∼ 지원금 소진시까지 □ 지원방법: 장비사용 수수료 할인 □ 지원규모: 기업별 누적 최대 20백만원 □ 사업규모: 총 30백만원 이내 □ 지원대상: 식품 관련 기업(국가식품클러스터 입주(분양 || 500.0만원/fee/review: (수) ∼ 지원금 소진시까지 □ 지원내용: 신청기업이 식품진흥원과 공동 또는 의뢰하여 수행하며 보조금 지원사업이 아님 氠瑢 氠瑢 3 지원내용 汤捯 구분 지원내용 소스개발 汤捯 레시피 개발  식품진흥원 전문인력 및 인프라를 활용한 소스 등의 레시피 위탁개발 지원 - 기업이 요구하는 수준에 부합하는 판매 목적의 산업용 레시피 개발 氠瑢 [유형별 난이도 기준] 항목 개발유형 상 중 하 난이도 기 || 300.0만원/fee/review: (수) ∼ 지원금 소진시까지 □ 지원내용: 신청기업이 식품진흥원과 공동 또는 의뢰하여 수행하며 보조금 지원사업이 아님 氠瑢 氠瑢 3 지원내용 汤捯 구분 지원내용 소스개발 汤捯 레시피 개발  식품진흥원 전문인력 및 인프라를 활용한 소스 등의 레시피 위탁개발 지원 - 기업이 요구하는 수준에 부합하는 판매 목적의 산업용 레시피 개발 氠瑢 [유형별 난이도 기준] 항목 개발유형 상 중 하 난이도 기 || ... 후보 1개 추가,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118318
PBLN_000000000118927,[강원] 2026년 직장문화ㆍ환경개선지원사업 참여기업 모집 공고,강원특별자치도,selected_candidate_missing,대표금액 없음,Gemini/규칙 검수 후에도 기업당/과제당 최대 지원금으로 볼 후보가 없음,총규모/조건/비현금 후보를 대표금액으로 오인할 위험,금액 업데이트 제외. 필요하면 수기검수로 근거 문장 직접 확인,no_representative_amount,500.0,최대 500만원,,,,5,"100.0만원/unknown/review: 비정규직( 명) 여성근로자 인적 사항 연 령 □ 20대 ⾷ Ȁ ( 명) □ 30대 ⾷ Ȁ ( 명) □ 40대 ➇ Ȁ ( 명) □ 50대 이상 ☋ Ȁ ( 명) 학 력 □ 중졸 이하 ✃ Ȁ ( 명) □ 고졸 ♳ Ȁ ( 명) □ 전문대졸 ✃ Ȁ ( 명) □ 대졸 이상 ⓷ Ȁ ( 명) 급 여 □ 100만원 미만 ᷋ Ȁ ( 명) □ 100만원 이상~150만원 미만 ң Ȁ ( 명) □ 150만원 이상~ || 100.0만원/unknown/review: 비정규직( 명) 여성근로자 인적 사항 연 령 □ 20대 ⾷ Ȁ ( 명) □ 30대 ⾷ Ȁ ( 명) □ 40대 ➇ Ȁ ( 명) □ 50대 이상 ☋ Ȁ ( 명) 학 력 □ 중졸 이하 ✃ Ȁ ( 명) □ 고졸 ♳ Ȁ ( 명) □ 전문대졸 ✃ Ȁ ( 명) □ 대졸 이상 ⓷ Ȁ ( 명) 급 여 □ 100만원 미만 ᷋ Ȁ ( 명) □ 100만원 이상~150만원 미만 ң Ȁ ( 명) □ 150만원 이상~ || 500.0만원/education_fee/recommend_only: 생활 균형을 실천하는 기업 ㅇ 지원규모 氠瑢 구분 지원규모 비고 컨설팅 ⦁35개사 내외 ⦁2회 이상 필수 기업 환경개선(컨설팅) ⦁3개사 ⦁5,000천원 내외 지원 ⦁컨설팅 필수 참여 교육 || 150.0만원/unknown/review: 워크숍 ⦁20개사 내외 ⦁1,500천원 내외 지원 청년 특화 프로그램 ⦁5개사 ⦁2 || 200.0만원/unknown/review: 500천원 내외 지원 청년 특화 프로그램 ⦁5개사 ⦁2,000천원 내외 지원",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118927
