policy_id,title,organization,stage2_category,stage2_category_ko,stage2_reason,old_amount_manwon,candidate_count,selected_amount_manwon,selected_amount_type,selected_context,direct_candidate_summary,manual_review_decision,manual_selected_amount_manwon,manual_evidence,manual_note,url,gemini_decision,gemini_candidate_index,gemini_amount_manwon,gemini_amount_type,gemini_roi_apply_method,gemini_confidence,gemini_reason,gemini_evidence_text,final_suggested_action,sanity_reason,review_source,review_status
PBLN_000000000123188,[경북] 북부 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,7,,,,"900.0만원/subsidy: 해외출원비용 등을 지원 氠瑢 구분 세부 사업명 정부지원금 규모 분담금 특 허 특허기술홍보영상제작 9,000천원 이내 40% (현금20%+현물20%) 단 || 600.0만원/support_amount: 000천원 이내 리뉴얼브랜드개발 6,000천원 이내 국내출원 지원 특허 1 || 180.0만원/support_amount: 000천원 이내 국내출원 지원 특허 1,800천원 이내 현금 40% 실용신안 1 || 102.0만원/support_amount: 800천원 이내 현금 40% 실용신안 1,020천원 이내 상표 420천원 이내 디자인 480천원 이내 해외출원 지원 특허(PCT) 2 || 42.0만원/support_amount: 020천원 이내 상표 420천원 이내 디자인 480천원 이내 해외출원 지원 특허(PCT) 2 || 48.0만원/support_amount: 020천원 이내 상표 420천원 이내 디자인 480천원 이내 해외출원 지원 특허(PCT) 2 || 228.0만원/support_amount: 020천원 이내 상표 420천원 이내 디자인 480천원 이내 해외출원 지원 특허(PCT) 2,280천원 이내 특허 (개별국) 미 국 4",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123188,hold,-1,,unknown,review,low,"여러 지원 프로그램 후보 중 대표 선택 기준이 필요하며, 각 후보의 지원금액 유형 및 ROI 적용 방식이 명확하지 않아 대표 지원금을 선정하기 어렵습니다.",여러 지원 프로그램 후보 중 대표 선택 기준 필요,hold,Gemini가 대표 후보 없음 또는 보류로 판단,cache,ok
PBLN_000000000123371,[경남] 사천시ㆍ진주시 2026년 2차 우주ㆍ항공 제조기업 대상 DX 기반 품질ㆍ공정 개선 및 생산성 향상을 위한 무료 컨설팅 및 전문인력양성 지원사업 공고,산업통상부,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,3,,,,500.0만원/support_amount: 한국전자기술연구원 보유 인력 활용 및 기술지원 가능 지원 예산 재료비 최대 500만원 지원 || 700.0만원/support_amount: 일부 우수 성과 도출 기업에 한해 재료비 최대 700만원 추가 지원 (예산 소진 시 조기 마감) || 300.0만원/support_amount: 교재비 등 일체 지원) 氠瑢 구분 지원 내용 지원 예산 강사료 최대 300만원 지원 (예시,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123371,hold,-1,,unknown,review,low,여러 지원 프로그램 후보 중 대표 선택 기준이 명확하지 않아 보류합니다.,여러 지원 프로그램 후보 중 대표 선택 기준 필요,hold,Gemini가 대표 후보 없음 또는 보류로 판단,cache,ok
PBLN_000000000123377,[전남] 첨단로봇ㆍAI 활용 중소기업 제조혁신 사업 기업지원(기획 컨설팅) 모집 공고,전라남도,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,4,,,,"400.0만원/support_amount: 자료조사 및 분석비용 등 기획 비용 지원 (기업당 최대 4백만원) 사업신청 방법 온라인 접수(전남테크노파크 데이터플랫폼) 사업신청 사이트 온라인신청 바로가기 문의처 (사업 담당) 전남테크노파크 ICT로봇융합 || 0.0만원/subsidy: 예정 사업규모를 작성 총 00억원 (국비 00억원 || 0.0만원/subsidy: 예정 사업규모를 작성 총 00억원 (국비 00억원 || 400.0만원/support_amount: 사 업 비 원 (최대 4,000,000원) 추진배경 및 지원 필요성",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123377,hold,-1,,unknown,review,low,여러 지원 프로그램 후보 중 대표 선택 기준이 필요하여 보류합니다.,여러 지원 프로그램 후보 중 대표 선택 기준 필요,hold,Gemini가 대표 후보 없음 또는 보류로 판단,cache,ok
PBLN_000000000123399,[경북] 2026년 소공인 클린제조환경조성 사업 모집 공고,경상북도,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,5,,,,"630.0만원/support_amount: 산업폐기물 처리 등 지원50개사내외630만원이내270만원 이상고위험업종*** 1 || 270.0만원/support_amount: 산업폐기물 처리 등 지원50개사내외630만원이내270만원 이상고위험업종*** 1 || 1050.0만원/support_amount: 산업폐기물 처리 등 지원50개사내외630만원이내270만원 이상고위험업종*** 1,050만원이내450만원이상에너지효율 || 490.0만원/support_amount: 공사 지원490만원이내210만원이상 * 본 사업과 무관한 단순 장비 교체 || 210.0만원/support_amount: 공사 지원490만원이내210만원이상 * 본 사업과 무관한 단순 장비 교체",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123399,hold,-1,,unknown,review,low,"여러 지원 프로그램 후보 중 대표 선택 기준이 필요하며, 각 후보의 금액 유형 및 ROI 적용 방식이 명확하지 않아 보류합니다.",여러 지원 프로그램 후보 중 대표 선택 기준 필요,hold,Gemini가 대표 후보 없음 또는 보류로 판단,cache,ok
PBLN_000000000123419,2026년 소공인 클린제조환경조성사업 추가 모집 공고,중소벤처기업부,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,10,,,,"630.0만원/support_amount: 산업폐기물 처리 등 지원 500개사 내외 630만원 이내 270만원 이상 고위험업종 *** 50개사 내외 1 || 270.0만원/support_amount: 산업폐기물 처리 등 지원 500개사 내외 630만원 이내 270만원 이상 고위험업종 *** 50개사 내외 1 || 1050.0만원/support_amount: 산업폐기물 처리 등 지원 500개사 내외 630만원 이내 270만원 이상 고위험업종 *** 50개사 내외 1,050만원 이내 450만원 이상 에너지효율 || 490.0만원/support_amount: 공사 지원 350개사 내외 490만원 이내 210만원 이상 * 본 사업과 무관한 단순 장비 교체 || 210.0만원/support_amount: 공사 지원 350개사 내외 490만원 이내 210만원 이상 * 본 사업과 무관한 단순 장비 교체 || 630.0만원/support_amount: 산업폐기물 처리 등 지원500개사내외630만원이내270만원 이상고위험업종*** 50개사내외1 || 270.0만원/support_amount: 산업폐기물 처리 등 지원500개사내외630만원이내270만원 이상고위험업종*** 50개사내외1 || 1050.0만원/support_amount: 산업폐기물 처리 등 지원500개사내외630만원이내270만원 이상고위험업종*** 50개사내외1,050만원이내450만원이상에너지효율",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123419,hold,-1,,unknown,review,low,"다중 프로그램 중 대표 선택 기준이 필요하며, 각 후보 금액의 성격이 명확하지 않아 보류합니다.",여러 지원 프로그램 후보 중 대표 선택 기준 필요,hold,Gemini가 대표 후보 없음 또는 보류로 판단,cache,ok
PBLN_000000000123468,2026년 에너지신산업 개방형 혁신생태계 OpenLAB 조성사업 기업지원사업 수혜기업모집 공고,산업통상부,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,3,,,,"2000.0만원/support_amount: S/W 설계비 등 지원 최대20,000천원R&D장비 공동활용배터리 || 2200.0만원/support_amount: 해당 국가 언어별) 제작최대22,000천 원 내외 지원해외기업 국내 정착 지원R&D 세부 1 || 3000.0만원/support_amount: / 최대 30,000천원 이내 지원",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123468,hold,-1,0,unknown,review,low,다중 프로그램 중 대표 선택 기준이 명확하지 않아 보류합니다.,여러 지원 프로그램 후보 중 대표 선택 기준 필요,hold,Gemini가 대표 후보 없음 또는 보류로 판단,cache,ok
PBLN_000000000123504,[서남권] 2026년 2차 지역혁신클러스터육성(비R&D) 기업지원사업 모집 공고,전남광주통합특별시,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,8,,,,"1000.0만원/support_amount: 000천원 이내 IP&D 전략지원 10,000천원 이내 디지털지원 및 제품고급화 10 || 1000.0만원/support_amount: 000천원 이내 디지털지원 및 제품고급화 10,000천원 이내 R&D 연계지원 30 || 3000.0만원/support_amount: 000천원 이내 R&D 연계지원 30,000천원 이내 광주 융복합단지 광주지역 산업진흥원 선진기술 및 사전기획 지원 R&D 사전기획 10 || 1000.0만원/support_amount: 000천원 이내 광주 융복합단지 광주지역 산업진흥원 선진기술 및 사전기획 지원 R&D 사전기획 10,000천원 || 1000.0만원/support_amount: 기술문서 심사 등) 10,000천원 이내/건 IP&D 전략지원 ㅇ 기술개발(R&D) 관련 지식재산권 획득을 위한 특허 출원 및 등록 지원 - 특허출원 || 1000.0만원/support_amount: 특허로드맵 수립지원 등 10,000천원 이내/건 디지털지원 및 제품고급화 ㅇ 비즈니스 모델 혁신 및 제품의 시장 경쟁력 제고를 위한 고부가가치화 지원 - 디지털 지원 (디지털 플랫폼 || 1000.0만원/support_amount: 브랜드 가치 제고 등) 10,000천원 이내/건 R&D 사전기획 ㅇ 우수한 기술(연구)의 국가R&D 참여를 위한 사전 기획 지원 - 기술 로드맵 || 3000.0만원/support_amount: 제품 성능 개선 등 30,000천원 이내/건 전시회 참가 지원 ㅇ 기술개발(R&D) 관련 국내외 시장 판로개척 지원",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123504,hold,-1,-1,unknown,review,low,여러 지원 프로그램 중 대표 지원금을 선정하기 위한 명확한 기준이 없어 보류합니다.,여러 지원 프로그램 후보 중 대표 선택 기준 필요,hold,Gemini가 대표 후보 없음 또는 보류로 판단,cache,ok
PBLN_000000000123512,[경북] 2026년 지역 연계 미드폼 제작지원 사업 공고(경북콘텐츠코리아랩 운영사업),경상북도,large_delta_needs_check,기존값과 큰 차이,기존값과 새 후보 차이가 커 확인 필요,,2,,,,"18800.0만원/support_amount: 각 편의 주요 내용 및 전개가 포함되도록 작성 氠瑢 慤桥 지역 연계 미드폼 제작지원 지원금 활용계획서 [서식 3] 지원금 활용계획서 氠瑢 총 지원금 188,000,000원 氠瑢 비목 세목 세세목 비율 집 행 목 적 산 출 내 역 금액(원) 인건비 보수 보수 7 || 1000.0만원/support_amount: 지원금 총액이 10백만원 미만인 사업 4",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123512,adopt_candidate,2,18800.0,support_amount,subtract,high,"총 지원금 1.9억원으로 명확한 최대 현금성 지원금이며, ROI 직접 차감 방식이 명시되어 채택합니다.","총 지원금 188,000,000원",adopt_candidate,Gemini high confidence와 sanity check 통과,cache,ok
PBLN_000000000123549,[경기] 용인시 제2차 반도체기업 기술보호 지원사업 모집 공고,경기도,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,4,,,,2000.0만원/support_amount: 2천만 원 이상 사업에 추가 지원 불가 (빨간색 표기) ex) A사업 선정(지원금 2천만원) → B사업(지원금 3천만원) 신청 불가 || 2000.0만원/support_amount: 2천만 원 이상 사업에 추가 지원 불가 (빨간색 표기) ex) A사업 선정(지원금 2천만원) → B사업(지원금 3천만원) 신청 불가 || 3000.0만원/support_amount: 2천만 원 이상 사업에 추가 지원 불가 (빨간색 표기) ex) A사업 선정(지원금 2천만원) → B사업(지원금 3천만원) 신청 불가 || 500.0만원/support_amount: C사업(지원금 5백만원) 신청 가능 - 당해연도 기준 동일 사업에 1회만 수혜 가능 ex) 상반기 A사업 선정 → 하반기 A사업 신청 불가,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123549,hold,-1,,unknown,review,low,여러 지원 프로그램 후보 중 대표 선택 기준이 명확하지 않아 보류합니다.,여러 지원 프로그램 후보 중 대표 선택 기준 필요,hold,Gemini가 대표 후보 없음 또는 보류로 판단,cache,ok
PBLN_000000000123622,[전북] 2026년 전주1인창조기업지원센터 선택형 지원사업 공고,전북특별자치도,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,8,,,,"500.0만원/support_amount: 졸업기업은 [지식재산권획득] 분야만 신청 가능 ☞ 총 11개 과제 내외 사업화 지원금 입주기업 당 최대 5백만원 - 졸업기업 [지식재산권획득] 분야 최대 1백만원 || 100.0만원/support_amount: 졸업기업은 [지식재산권획득] 분야만 신청 가능 ☞ 총 11개 과제 내외 사업화 지원금 입주기업 당 최대 5백만원 - 졸업기업 [지식재산권획득] 분야 최대 1백만원 || 400.0만원/support_amount: 00 홈페이지 신청 내용 시제품제작(최대 4백만원) 牭景 신규 시제품 제작 牭景 기존 제품 고도화 제작 마케팅지원(최대 4백만원) 牭景 CI || 400.0만원/support_amount: 00 홈페이지 신청 내용 시제품제작(최대 4백만원) 牭景 신규 시제품 제작 牭景 기존 제품 고도화 제작 마케팅지원(최대 4백만원) 牭景 CI || 500.0만원/support_amount: 자진퇴거기업(2년 미만 입주 후 퇴실한 자)〇지 원 규 모:총 11개 과제(기업) 내외(신청 및 선정상황 따라 변동될 수 있음)〇지 원 금 액 :사업화 지원금 입주기업 당 최대 5백만원 (VAT제외)- 졸업기업 [지식재산권획득] 분야 최대 1백만원 (VAT제외) || 100.0만원/support_amount: 자진퇴거기업(2년 미만 입주 후 퇴실한 자)〇지 원 규 모:총 11개 과제(기업) 내외(신청 및 선정상황 따라 변동될 수 있음)〇지 원 금 액 :사업화 지원금 입주기업 당 최대 5백만원 (VAT제외)- 졸업기업 [지식재산권획득] 분야 최대 1백만원 (VAT제외) || 500.0만원/support_amount: 지원총액 : 기업 당 최대 5백만원 이내 || 400.0만원/support_amount: 발표평가 결과 및 사업비 타당성 검토를 통해 지원금이 조정될 수 있음지원분야지원범위기업별 지원한도선정방법지원대상시제품제작-신규 시제품 제작 과제당 4,000천원 이내(VAT제외)서류+발표평가입주기업-기존 제품 고도화 제작마케팅지원-CI",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123622,hold,-1,,unknown,review,low,여러 지원 프로그램 후보 중 대표 선택 기준이 명확하지 않아 보류합니다.,여러 지원 프로그램 후보 중 대표 선택 기준 필요,hold,Gemini가 대표 후보 없음 또는 보류로 판단,cache,ok
PBLN_000000000123659,[경북] 2026년 3차 지역기업 성장사다리 지원사업 통합 추가 공고,중소벤처기업부,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,2,,,,"1500.0만원/support_amount: R&D연계기업(최대 15,000천원) 지원 - 기술혁신 || 1500.0만원/support_amount: 추가로선택한프로그램의지원금합이1,500만원이내여야합니다",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123659,hold,-1,,unknown,review,low,여러 지원 프로그램 중 대표 금액을 선정해야 하므로 운영 판단이 필요합니다.,여러 지원 프로그램 후보 중 대표 선택 기준 필요,hold,Gemini가 대표 후보 없음 또는 보류로 판단,cache,ok
PBLN_000000000123720,[부산] 2026년 콘텐츠코리아 랩 미드폼 영상콘텐츠 제작지원 사업 모집 공고,부산광역시,gemini_second_review,Gemini 2차 검수 대상,"규칙으로 대표금액 확정 불가, Gemini 2차 검수 대상",,2,,,,"0.0만원/subsidy: 진출 플랫폼 등 상세히 기재 신청사업비 00,000천원(국비100%) 본인은 부산정보산업진흥원에서 시행하는 ‘2026 부산 콘텐츠코리아랩 미드폼 영상콘텐츠 제작지원 사업 공고문’을 충분히 숙지하였으 || 5000.0만원/support_amount: 지원금 5,000만원 이하인 과제는 과제 수에서 제외 牭景 그렇다 牭景 아니다 2 ㅇ 신청일 현재 동일한 과제로(과제 목표와 산출물이 동일한 경우) 진흥원 및 타",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123720,adopt_candidate,9,5000.0,support_amount,subtract,high,"최대 5,000만원의 지원금을 직접 차감하는 방식으로 명확하게 명시되어 있어 대표 지원금으로 채택합니다.","지원금 5,000만원 이하인 과제는 과제 수에서 제외",adopt_candidate,Gemini high confidence와 sanity check 통과,cache,ok
