policy_id,title,organization,bucket,subtype,recommended_action,review_reason,source,old_amount_manwon,old_amount_actual,decision_reasons,candidate_count,url
PBLN_000000000118681,[경남] 진주시 2026년 산업재산권 권리화 지원 사업 공고,경상남도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,100.0,최대 100만원,clear_selected_candidate,8,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118681
PBLN_000000000118752,2026년 한국농수산식품유통공사(aT) 안전성 검사비 지원사업 공고,농림축산식품부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,8000.0,"최대 8,000만원",clear_selected_candidate,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118752
PBLN_000000000118806,[경남] 사천시ㆍ진주시 2026년 디지털전환(DX) 컨설팅 및 인력양성 지원 사업 수요기업 모집 공고,경상남도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,500.0,최대 500만원,clear_selected_candidate,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118806
PBLN_000000000119158,[전북] 2026년 초등학부모 10시 출근제 도입 중소기업 지원 사업 참여기업 모집 공고,전북특별자치도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,120.0,최대 120만원,clear_selected_candidate,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119158
PBLN_000000000119321,[세종] 2026년 수출보증보험료 지원 사업 참가기업 모집 공고,세종특별자치시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,200.0,최대 200만원,clear_selected_candidate,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119321
PBLN_000000000119515,2026년 M&A 활성화 지원사업 공고,중소벤처기업부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,3000.0,"최대 3,000만원",clear_selected_candidate,16,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119515
PBLN_000000000119686,[경기] 2026년 베이비부머 라이트잡 모집 공고,경기도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,40.0,최대 40만원,clear_selected_candidate,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119686
PBLN_000000000119693,[경기] 2026년 중소기업 R&D 기획ㆍ컨설팅 사업 모집 공고,경기도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,10000.0,최대 1억원,clear_selected_candidate,12,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119693
PBLN_000000000119822,[경북] 구미시 2026년 시제품제작센터 수혜기업 모집 공고,경상북도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,600.0,최대 600만원,clear_selected_candidate,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119822
PBLN_000000000119910,2026년 정보보호제품 신속확인 신규 제품 수수료  지원 사업 안내 공고,과학기술정보통신부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1000.0,"최대 1,000만원",clear_selected_candidate,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119910
PBLN_000000000119953,[부산] 제조산업 산업전환을 통한 혁신성장 지원 사업 참여 기업 모집 공고,부산광역시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,4000.0,"최대 4,000만원",clear_selected_candidate,18,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119953
PBLN_000000000119957,[부산] 기계ㆍ부품ㆍ철강산업 숙련기술자 고용안정 지원사업 참여 기업 및 참여자 모집 공고,부산광역시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,750.0,최대 750만원,large_amount_delta,14,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119957
PBLN_000000000120012,[경기] 2026년 공동활용 연구장비 사용료 지원 기업 모집 공고,경기도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,10000.0,최대 1억원,large_amount_delta,10,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120012
PBLN_000000000120097,2026년 데이터 품질인증 지원사업 공고,과학기술정보통신부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1150.0,"최대 1,150만원",clear_selected_candidate,43,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120097
PBLN_000000000120123,2026년 금융 테스트베드 참여기업 테스트비용 지원 공고,금융위원회,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,15000.0,최대 1.5억원,large_amount_delta,7,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120123
PBLN_000000000120219,2026년 투자연계형 기술확보지원사업(기술검증지원) 참여기업 모집 공고,산업통상부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,6000.0,"최대 6,000만원",clear_selected_candidate,8,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120219
PBLN_000000000120340,[경기] 2026년 섬유분야 유해물질 시험분석 및 인증지원 공고,경기도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,300.0,최대 300만원,clear_selected_candidate,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120340
PBLN_000000000120375,2026년 중소기업 연구인력 현장맞춤형 양성지원사업 연구인력(R&D) 양성프로그램 참여기업 모집 공고,경기도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1000.0,"최대 1,000만원",clear_selected_candidate,7,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120375
PBLN_000000000120385,[울산] 2026년 자동차 부품업종 근로자 지역정착 지원사업 참여기업 모집 공고(지역ㆍ산업맞춤형 일자리지원 사업(자율계정)),울산광역시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,10000.0,최대 1억원,clear_selected_candidate,24,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120385
PBLN_000000000120423,2026년 로봇 재제조산업 기업지원사업(기술 자문) 공고,산업통상부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,300.0,최대 300만원,clear_selected_candidate,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120423
PBLN_000000000120509,[충남] 2026년 혁신기업 기술창업 활성화 지원사업 모집 공고,충청남도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1020.0,"최대 1,020만원",clear_selected_candidate,6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120509
PBLN_000000000120600,[경북] 김천시 2026년 기술주치의119지원사업 공고,경상북도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,200000.0,최대 20억원,large_amount_delta,13,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120600
PBLN_000000000120673,2026년 다공성 탄소소재 기반 환경소재 및 부품개발 기반구축 사업 수혜기업 지원(시제품 제작 및 기술지도) 사업 공고,산업통상부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,50.0,최대 50만원,large_amount_delta,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120673
PBLN_000000000120780,2026년 통상변화대응지원사업 참여기업 모집 공고,산업통상부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1000000.0,최대 100억원,large_amount_delta,22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120780
PBLN_000000000120822,[경북] 영천시 2026년 영천기업 연구시설장비 바우처 지원사업 수혜기업 모집 공고,경상북도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,800.0,최대 800만원,clear_selected_candidate,9,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120822
PBLN_000000000120865,2026년 한ㆍ이스라엘 국제공동기술개발사업 신규 과제 통합 공고,산업통상부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,168000.0,최대 16.8억원,large_amount_delta,39,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120865
PBLN_000000000120933,[경기] 시흥시 2026년 대야기계장비 소공인특화지원센터 자율사업 통합 모집 공고,경기도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,300.0,최대 300만원,large_amount_delta,27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120933
PBLN_000000000120964,[경북] 경주시 2026년 중소기업 화재보험료 지원사업 참여기업 모집 공고,경상북도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1000.0,"최대 1,000만원",clear_selected_candidate,12,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120964
PBLN_000000000121028,[울산] 2026년 상반기 산업안전보건 국제표준 인증기업 지원사업 시행 공고,울산광역시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,200.0,최대 200만원,large_amount_delta,27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121028
PBLN_000000000121291,2026년 비즈니스지원단(현장클리닉) 사업 운영계획 공고,중소벤처기업부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,35.0,최대 35만원,clear_selected_candidate,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121291
PBLN_000000000121311,[전남광주] 2026년 융ㆍ복합 가전산업 고용 안착 활성화 지원 사업 참여기업(참여자) 모집 공고,전남광주통합특별시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,300.0,최대 300만원,clear_selected_candidate,12,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121311
PBLN_000000000121327,[경북] 상주시 2026년 일자리 공감페이 지원사업 참여기업 모집 공고,경상북도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1000.0,"최대 1,000만원",clear_selected_candidate,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121327
PBLN_000000000121417,[대구] 2026년 디지털전환 현장캠퍼스 지원대상 기업 모집 공고,대구광역시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,2000.0,,clear_selected_candidate,12,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121417
PBLN_000000000121424,[경북] 고령군 2026년 지역발전 우수기업 환경개선 사업 참가기업 모집 공고,경상북도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1000.0,"최대 1,000만원",clear_selected_candidate,9,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121424
PBLN_000000000121442,[인천] 2026년 소규모 제조업 중대재해 예방 안전조치 지원사업 참여기업 모집 공고,인천광역시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,250.0,최대 250만원,clear_selected_candidate,9,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121442
PBLN_000000000121444,[경기] 군포시 2026년 품질경쟁력 강화 지원사업 참여기업 모집 공고,경기도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,300.0,최대 300만원,clear_selected_candidate,13,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121444
PBLN_000000000121591,[충남] 2026년 수소상용차 부품 성능 검증 기반 구축 사업 장비활용 지원 수혜기업 상시 모집 공고,충청남도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1000.0,"최대 1,000만원",clear_selected_candidate,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121591
PBLN_000000000121664,2026년 IP투자연계 지식재산평가 지원사업 공고,지식재산처,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1500.0,"최대 1,500만원",clear_selected_candidate,19,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121664
PBLN_000000000121677,[충남] 2026년 대전상공회의소 ESG 경영 컨설팅 지원사업 참여기업 모집 공고,충청남도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,300.0,최대 300만원,clear_selected_candidate,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121677
PBLN_000000000122153,[서울] 외식업 경영혁신 컨설팅 지원사업 컨설팅 참여업소 모집 공고,서울특별시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,60.0,최대 60만원,clear_selected_candidate,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122153
PBLN_000000000122174,2026년 인천 블록체인 바우처 지원사업 수요기업 모집 공고,인천광역시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,500.0,최대 500만원,clear_selected_candidate,11,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122174
PBLN_000000000122238,[강원] 춘천시 2026년 지식재산 국내분쟁 비용지원 사업 모집 연장 공고,강원특별자치도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,300.0,최대 300만원,large_amount_delta,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122238
PBLN_000000000122325,2026년 대전 도심 공실 활용 스마트팜 조성사업 운영사 모집 공고,대전광역시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,200.0,최대 200만원,clear_selected_candidate,20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122325
PBLN_000000000122394,[제주] 2026년 전기차 사용 후 배터리 실증 지원사업(KC인증) 상시모집 공고,제주특별자치도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,5000.0,"최대 5,000만원",large_amount_delta,6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122394
PBLN_000000000122433,[대구] 2026년 (Pre)스타기업 육성사업 개별지원 유형별 특성화지원 통합 공고,대구광역시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,3000.0,"최대 3,000만원",clear_selected_candidate,48,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122433
PBLN_000000000122454,[경기] 포천시 2026년 현장기술돌봄이 지원사업 모집 공고,경기도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,90.0,,clear_selected_candidate,14,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122454
PBLN_000000000122495,[경기] 2026년 GH 민간협력기술개발사업 과제 공모 공고,경기도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,7000.0,"최대 7,000만원",clear_selected_candidate,6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122495
PBLN_000000000122563,[충남] 천안시 2026년 기술이전ㆍ가치평가 지원사업 참여기업 모집 공고,충청남도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,900.0,,clear_selected_candidate,30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122563
PBLN_000000000122623,[전북] 2026년 2차 자동차 대체부품 분야 기업지원 사업 공고,전북특별자치도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,49493.0,,large_amount_delta,7,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122623
PBLN_000000000122718,[충북] 2026년 유망기업 IP투자연계 지식재산평가 지원사업 모집 재공고,충청북도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1500.0,"최대 1,500만원",clear_selected_candidate,12,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122718
PBLN_000000000122724,[충북] 청주시 2026년 2차 공정혁신시뮬레이션센터 구축 및 운영사업 기술지원 수혜기업 모집 연장 공고,산업통상부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1600.0,"최대 1,600만원",clear_selected_candidate,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122724
PBLN_000000000122793,2026년 연구개발특구 딥테크 스타트업 챌린지 기업모집 공고,과학기술정보통신부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,300000.0,최대 30억원,clear_selected_candidate,15,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122793
PBLN_000000000122893,2026년 세종테크밸리 첨단기업 유치 임차료 지원사업 희망기업(임차기업) 모집 수정 공고,세종특별자치시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,2000.0,"최대 2,000만원",clear_selected_candidate,14,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122893
PBLN_000000000122906,[부산ㆍ울산ㆍ경남] 2026년 부ㆍ울ㆍ경 3T(Together Towards Tomorrow) 협력 파트너십 참여기업 모집 공고,고용노동부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,6000.0,"최대 6,000만원",clear_selected_candidate,18,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122906
PBLN_000000000122930,[경남] 서부 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상남도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,900.0,최대 900만원,clear_selected_candidate,26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122930
PBLN_000000000122976,2026년 2차 첨단제조로봇 실증사업 참여기업 모집 공고,산업통상부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,50000.0,최대 5억원,clear_selected_candidate,31,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122976
PBLN_000000000123023,[경남] 2026년 사이버 위기대응 모의훈련 및 보안점검 수요기업 모집 공고(지역 정보보호 지원센터),경상남도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1300.0,"최대 1,300만원",clear_selected_candidate,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123023
PBLN_000000000123043,2026년 1인 중증장애인기업 업무지원인 서비스 지원사업 의사소통형ㆍ경영지도형 지원대상자 모집 공고,중소벤처기업부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,300.0,최대 300만원,clear_selected_candidate,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123043
PBLN_000000000123053,2026년 2차 경북 영천시 금호 이웃사촌마을 조성사업 청년창업 및 이전기업 지원사업 참여기업(이전기업) 모집 공고,경상북도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,5000.0,"최대 5,000만원",large_amount_delta,13,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123053
PBLN_000000000123074,[경남] 2026년 산업안전 AI 스마트공장 구축 지원사업 공고,경상남도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,20000.0,최대 2억원,clear_selected_candidate,14,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123074
PBLN_000000000123109,[전남광주] 장성군 2026년 2차 스마트기계전자산업 활성화 지원사업 참여기업 모집 공고(시군구연고산업육성사업),중소벤처기업부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,4000.0,"최대 4,000만원",clear_selected_candidate,17,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123109
PBLN_000000000123112,[전남광주] 화순군 2026년 2차 바이오산업 활성화 지원사업 참여기업 모집 공고(시군구연고산업육성사업),전남광주통합특별시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,5000.0,"최대 5,000만원",clear_selected_candidate,25,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123112
PBLN_000000000123150,2026년 소공인 스마트제조지원(스마트공방)사업 추가 모집 공고,중소벤처기업부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,600.0,최대 600만원,large_amount_delta,15,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123150
PBLN_000000000123165,[울산] 데이터 파이프라인 구축 사업 수혜기업 추가 모집 공고(지역주도형 AI 대전환),중소벤처기업부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,5000.0,"최대 5,000만원",clear_selected_candidate,11,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123165
PBLN_000000000123173,[전남광주] 여수시 2026년 2차 지역산업위기대응 맞춤형 지원사업 공고,전남광주통합특별시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,20000.0,최대 2억원,clear_selected_candidate,18,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123173
PBLN_000000000123174,[경기] 포천시 2026년 현장기술 돌봄이 지원사업 모집 수정 공고,경기도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,90.0,최대 90만원,clear_selected_candidate,11,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123174
PBLN_000000000123179,[경기] 2026년 2차 제조로봇 도입ㆍ실증 및 고도화지원 사업 공고(제조로봇 도입지원),경기도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,12000.0,최대 1.2억원,clear_selected_candidate,27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123179
PBLN_000000000123191,[경북] 안동시 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,900.0,최대 900만원,clear_selected_candidate,31,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123191
PBLN_000000000123195,[경북] 의성군 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,900.0,최대 900만원,clear_selected_candidate,31,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123195
