policy_id,title,organization,fetch_status,source_kind,decision,decision_reasons,decision_reasons_ko,comparison_reasons,old_amount_manwon,old_amount_type,old_roi_apply_method,candidate_count,new_selected_amount_manwon,new_selected_type,new_roi_apply_method,new_support_ratio,detail_text_length,attachment_text_length,fetch_error,url
PBLN_000000000117056,[경기] 부천시 2026년 내일채움공제 지원 계획 공고,경기도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=24,new=7",24.0,support_amount,subtract,8,7.0,support_amount,subtract,,1641,7256,2026년 부천시 「내일채움공제」 지원계획 공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EB%B6%80%EC%B2%9C%EC%8B%9C%20%E3%80%8C%EB%82%B4%EC%9D%BC%EC%B1%84%EC%9B%80%EA%B3%B5%EC%A0%9C%E3%80%8D%20%EC%A7%80%EC%9B%90%EA%B3%84%ED%9A%8D%20%EA%B3%B5%EA%B3%A0.hwp / 202601021032020268.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601021032020268.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117056
PBLN_000000000117066,장애인고용개선장려금 사업 공고,고용노동부,fetched,url,needs_review,selected_candidate_missing,금액 후보는 있으나 대표금액을 선택하지 못함,old_amount_without_new_selected_amount,45.0,support_amount,subtract,3,,,,0.6,1443,4180,2026년 장애인고용개선장려금 공고문(최종).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EC%9E%A5%EC%95%A0%EC%9D%B8%EA%B3%A0%EC%9A%A9%EA%B0%9C%EC%84%A0%EC%9E%A5%EB%A0%A4%EA%B8%88%20%EA%B3%B5%EA%B3%A0%EB%AC%B8(%EC%B5%9C%EC%A2%85).hwp / 202512311319040480.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202512311319040480.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117066
PBLN_000000000117291,2026년 한국식품산업클러스터진흥원 기업지원시설ㆍ장비 활용 지원사업 공고,농림축산식품부,fetched,url,needs_review,selected_candidate_missing,금액 후보는 있으나 대표금액을 선택하지 못함,old_amount_without_new_selected_amount,25000.0,support_amount,subtract,3,,,,0.2,1902,12071,[한국식품산업클러스터진흥원] 2026년 기업지원시설·장비 활용 지원사업 공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%ED%95%9C%EA%B5%AD%EC%8B%9D%ED%92%88%EC%82%B0%EC%97%85%ED%81%B4%EB%9F%AC%EC%8A%A4%ED%84%B0%EC%A7%84%ED%9D%A5%EC%9B%90%5D%202026%EB%85%84%20%EA%B8%B0%EC%97%85%EC%A7%80%EC%9B%90%EC%8B%9C%EC%84%A4%C2%B7%EC%9E%A5%EB%B9%84%20%ED%99%9C%EC%9A%A9%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0.hwp / 202601091353000765.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601091353000765.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117291
PBLN_000000000117307,[인천] 2026년 가상융합산업 콘텐츠 제작 장비 임차지원 공고(인천 가상융합산업 혁신센터),인천광역시,fetched,url,needs_review,selected_candidate_missing,금액 후보는 있으나 대표금액을 선택하지 못함,,,,recommend_only,1,,,,1.0,2028,6570,붙임. 가상융합산업 콘텐츠 제작 장비 임차지원 안내.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84.%20%EA%B0%80%EC%83%81%EC%9C%B5%ED%95%A9%EC%82%B0%EC%97%85%20%EC%BD%98%ED%85%90%EC%B8%A0%20%EC%A0%9C%EC%9E%91%20%EC%9E%A5%EB%B9%84%20%EC%9E%84%EC%B0%A8%EC%A7%80%EC%9B%90%20%EC%95%88%EB%82%B4.hwp / 202601091447560488.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601091447560488.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117307
PBLN_000000000117454,[강원] 2026년 글로벌 IP 스타기업 육성 해외OA비용 지원사업 공고,강원특별자치도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=164,new=410",164.0,support_amount,subtract,12,410.0,support_amount,subtract,,2070,4071,2026년 강원 글로벌 IP 스타기업 육성 해외OA비용 지원사업 공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EA%B0%95%EC%9B%90%20%EA%B8%80%EB%A1%9C%EB%B2%8C%20IP%20%EC%8A%A4%ED%83%80%EA%B8%B0%EC%97%85%20%EC%9C%A1%EC%84%B1%20%ED%95%B4%EC%99%B8OA%EB%B9%84%EC%9A%A9%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0.hwp / 서류제출 안내.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%84%9C%EB%A5%98%EC%A0%9C%EC%B6%9C%20%EC%95%88%EB%82%B4.hwp / 202601150927040542.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601150927040542.hwp / 202601150927080724.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601150927080724.hwp / 202601150927080892.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601150927080892.hwp / 202601150927090088.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601150927090088.hwp / 붙임1_해외OA비용 신청서(양식).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841_%ED%95%B4%EC%99%B8OA%EB%B9%84%EC%9A%A9%20%EC%8B%A0%EC%B2%AD%EC%84%9C(%EC%96%91%EC%8B%9D).hwp / 붙임2_해외OA비용 서약서(양식).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%842_%ED%95%B4%EC%99%B8OA%EB%B9%84%EC%9A%A9%20%EC%84%9C%EC%95%BD%EC%84%9C(%EC%96%91%EC%8B%9D).hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117454
PBLN_000000000117463,[강원] 2026년 글로벌 IP 스타기업 육성 해외등록비용 지원사업 공고,강원특별자치도,fetched,url,needs_review,selected_candidate_missing,금액 후보는 있으나 대표금액을 선택하지 못함,old_amount_without_new_selected_amount,144.0,support_amount,subtract,9,,,,,2064,3937,2026년 강원 글로벌 IP 스타기업 육성 해외등록비용 지원사업 공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EA%B0%95%EC%9B%90%20%EA%B8%80%EB%A1%9C%EB%B2%8C%20IP%20%EC%8A%A4%ED%83%80%EA%B8%B0%EC%97%85%20%EC%9C%A1%EC%84%B1%20%ED%95%B4%EC%99%B8%EB%93%B1%EB%A1%9D%EB%B9%84%EC%9A%A9%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0.hwp / 서류제출 안내.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%84%9C%EB%A5%98%EC%A0%9C%EC%B6%9C%20%EC%95%88%EB%82%B4.hwp / 202601150930550777.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601150930550777.hwp / 202601150931000330.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601150931000330.hwp / 202601150931000516.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601150931000516.hwp / 202601150931000708.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601150931000708.hwp / 붙임1_해외등록비용 신청서(양식).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841_%ED%95%B4%EC%99%B8%EB%93%B1%EB%A1%9D%EB%B9%84%EC%9A%A9%20%EC%8B%A0%EC%B2%AD%EC%84%9C(%EC%96%91%EC%8B%9D).hwp / 붙임2_해외등록비용 서약서(양식).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%842_%ED%95%B4%EC%99%B8%EB%93%B1%EB%A1%9D%EB%B9%84%EC%9A%A9%20%EC%84%9C%EC%95%BD%EC%84%9C(%EC%96%91%EC%8B%9D).hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117463
PBLN_000000000117481,전북바이오융합교육센터 재직자 교육 훈련생ㆍ기업 모집 공고(국가인적자원개발컨소시엄),전북특별자치도,fetched,url,needs_review,selected_candidate_missing,금액 후보는 있으나 대표금액을 선택하지 못함,old_amount_without_new_selected_amount,100.0,support_amount,subtract,2,,,,1.0,2271,7267,○+바이오융합교육센터+재직자+교육+훈련생-기업+모집공고_최종.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%E2%97%8B+%EB%B0%94%EC%9D%B4%EC%98%A4%EC%9C%B5%ED%95%A9%EA%B5%90%EC%9C%A1%EC%84%BC%ED%84%B0+%EC%9E%AC%EC%A7%81%EC%9E%90+%EA%B5%90%EC%9C%A1+%ED%9B%88%EB%A0%A8%EC%83%9D-%EA%B8%B0%EC%97%85+%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0_%EC%B5%9C%EC%A2%85.pdf / 202601151036500006.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601151036500006.pdf / 202601151036560686.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601151036560686.hwp / 202601151036560880.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601151036560880.hwp / [신청양식]+바이오융합교육센터+기업방문+교육신청서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EC%8B%A0%EC%B2%AD%EC%96%91%EC%8B%9D%5D+%EB%B0%94%EC%9D%B4%EC%98%A4%EC%9C%B5%ED%95%A9%EA%B5%90%EC%9C%A1%EC%84%BC%ED%84%B0+%EA%B8%B0%EC%97%85%EB%B0%A9%EB%AC%B8+%EA%B5%90%EC%9C%A1%EC%8B%A0%EC%B2%AD%EC%84%9C.hwp / [신청양식]+바이오융합교육센터협약서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EC%8B%A0%EC%B2%AD%EC%96%91%EC%8B%9D%5D+%EB%B0%94%EC%9D%B4%EC%98%A4%EC%9C%B5%ED%95%A9%EA%B5%90%EC%9C%A1%EC%84%BC%ED%84%B0%ED%98%91%EC%95%BD%EC%84%9C.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117481
PBLN_000000000117557,[충북] 충주시 2026년 기술평가 인증 수수료 지원사업 공고,충청북도,fetched,url,needs_review,candidate_missing,금액 후보 자체를 찾지 못함,,,support_ratio,ratio_cap,0,,,,,2162,1776,2026년 기술평가 인증 수수료 지원 사업 공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EA%B8%B0%EC%88%A0%ED%8F%89%EA%B0%80%20%EC%9D%B8%EC%A6%9D%20%EC%88%98%EC%88%98%EB%A3%8C%20%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0.hwp / 202601191059220310.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601191059220310.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117557
PBLN_000000000117563,2026년 중소기업 매출채권팩토링 지원계획 공고,중소벤처기업부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=100000,new=5.9e+06",100000.0,support_amount,subtract,10,5900000.0,support_amount,subtract,,1679,4651,2026년도_중소기업_매출채권팩토링_지원계획_공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%EB%8F%84_%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85_%EB%A7%A4%EC%B6%9C%EC%B1%84%EA%B6%8C%ED%8C%A9%ED%86%A0%EB%A7%81_%EC%A7%80%EC%9B%90%EA%B3%84%ED%9A%8D_%EA%B3%B5%EA%B3%A0.pdf / 202601191010290383.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601191010290383.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117563
PBLN_000000000117643,2026년 예산군 로케이션 인센티브 제작지원 사업 공고,충청남도,fetched,url,safe,clear_selected_candidate,대표금액 후보가 명확함,,6000.0,support_amount,subtract,3,6000.0,support_amount,subtract,0.5,2077,4255,공고문 2026 예산 로케이션 인센티브 지원사업 공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EA%B3%B5%EA%B3%A0%EB%AC%B8%202026%20%EC%98%88%EC%82%B0%20%EB%A1%9C%EC%BC%80%EC%9D%B4%EC%85%98%20%EC%9D%B8%EC%84%BC%ED%8B%B0%EB%B8%8C%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0.pdf / 202601201112290597.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601201112290597.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117643
PBLN_000000000117654,[강원] 2026년 중소ㆍ벤처기업 투자이음 강화 프로그램 참여기업 연중 상시접수 공고(강원 벤처투자 생태계 조성사업),강원특별자치도,fetched,url,needs_review,selected_candidate_missing,금액 후보는 있으나 대표금액을 선택하지 못함,old_amount_without_new_selected_amount,650000.0,support_amount,subtract,3,,,,,2039,2415,(공고문) 강원지역 중소벤처기업 투자이음 강화 프로그램 .hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EA%B3%B5%EA%B3%A0%EB%AC%B8)%20%EA%B0%95%EC%9B%90%EC%A7%80%EC%97%AD%20%EC%A4%91%EC%86%8C%EB%B2%A4%EC%B2%98%EA%B8%B0%EC%97%85%20%ED%88%AC%EC%9E%90%EC%9D%B4%EC%9D%8C%20%EA%B0%95%ED%99%94%20%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8%20.hwp / 202601201418510349.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601201418510349.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117654
PBLN_000000000117668,[인천] 2026년 기술거래촉진네트워크사업(인천기술전환플랫폼) 기술이전 및 기술수요조사서 신청 공고,인천광역시,fetched,url,needs_review,candidate_missing,금액 후보 자체를 찾지 못함,,,unknown,recommend_only,0,,,,,1974,6337,붙임._기술이전_및_기술수요조사_신청접수_공고문.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84._%EA%B8%B0%EC%88%A0%EC%9D%B4%EC%A0%84_%EB%B0%8F_%EA%B8%B0%EC%88%A0%EC%88%98%EC%9A%94%EC%A1%B0%EC%82%AC_%EC%8B%A0%EC%B2%AD%EC%A0%91%EC%88%98_%EA%B3%B5%EA%B3%A0%EB%AC%B8.hwp / 202601211028030515.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601211028030515.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117668
PBLN_000000000117671,[인천] 서구 2026년 제품인증획득 지원사업 신청 공고,인천광역시,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:support_amount->non_cash | roi_method_changed:subtract->recommend_only | amount_delta_20_percent:old=500,new=400",500.0,support_amount,subtract,7,400.0,non_cash,recommend_only,,2086,10158,지원대상분야_인증리스트.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%A7%80%EC%9B%90%EB%8C%80%EC%83%81%EB%B6%84%EC%95%BC_%EC%9D%B8%EC%A6%9D%EB%A6%AC%EC%8A%A4%ED%8A%B8.pdf / 202601211036540094.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601211036540094.pdf / 2026년_제품인증획득_지원사업_신청_안내문.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84_%EC%A0%9C%ED%92%88%EC%9D%B8%EC%A6%9D%ED%9A%8D%EB%93%9D_%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85_%EC%8B%A0%EC%B2%AD_%EC%95%88%EB%82%B4%EB%AC%B8.hwp / 신청서류(지원신청서.사업계획서.개인정보이용및제공동의서).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%8B%A0%EC%B2%AD%EC%84%9C%EB%A5%98(%EC%A7%80%EC%9B%90%EC%8B%A0%EC%B2%AD%EC%84%9C.%EC%82%AC%EC%97%85%EA%B3%84%ED%9A%8D%EC%84%9C.%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4%EC%9D%B4%EC%9A%A9%EB%B0%8F%EC%A0%9C%EA%B3%B5%EB%8F%99%EC%9D%98%EC%84%9C).hwp / 202601211036460578.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601211036460578.hwp / 202601211036530881.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202601211036530881.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117671
