policy_id,title,organization,stage2_category,stage2_category_ko,stage2_reason,old_amount_manwon,candidate_count,selected_amount_manwon,selected_amount_type,selected_context,direct_candidate_summary,manual_review_decision,manual_selected_amount_manwon,manual_evidence,manual_note,url
PBLN_000000000119206,[충남] 아산시 2026년 해외마케팅 지원사업 참가기업 모집 공고,충청남도,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,다중 후보 중 기업/과제/건당 한도 후보가 1개로 명확,,3,400.0,support_amount,기업ㆍ제품 홍보영상 등 동영상 제작비 지원(기업당 400만원 한도) 사업신청 방법 이메일 접수 (lnk128@korea,400.0만원/support_amount: 기업ㆍ제품 홍보영상 등 동영상 제작비 지원(기업당 400만원 한도) 사업신청 방법 이메일 접수 (lnk128@korea || 10000.0만원/subsidy: 부정한 방법으로 지방보조금을 교부받은 지방보조사업자 등에 대한 벌칙 ­ 거짓 신청이나 그 밖의 부정한 방법으로 지방보조금을 교부받은 자와 그 사실을 알면서 지방보조금을 교부한 자는 10년 이하의 징역 또는 1억원 이하 벌금 부과 (법 제37조) ­ 법령 || 5000.0만원/subsidy: 지방보조금 교부결정 내용 등에 위반하여 다른 용도 사용한 경우 5년 이하의 징역 또는 5천만원 이하의 벌금 부과,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119206
PBLN_000000000119212,[제주] 2026년 청정임산물 생산기반 지원사업 재공고,제주특별자치도,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,3,,,,"1080.9만원/subsidy: ☞ 공고일 현재 제주특별자치도에 주소를 두고 있는「임업 및 산촌 진흥촉진에 관한 법률 시행규칙」 제7조제1항「별표2」“임산물소득원의 지원 대상품목”을 재배하고 있는 생산자(임업인) 또는 생산자단체와 임산물의 선별ㆍ가공ㆍ유통ㆍ상품화를 하고자 하는 생산자 또는 생산자단체 ☞ 임산물 재배ㆍ생산 기계ㆍ장비 지원(1인 1대 보조금 10,809천원 범위내) 사업신청 방법 방문 및 우편 접수 - 접수처  || 1080.9만원/subsidy: 장비 지원 (1인 1대 보조금 10,809천원 범위내) || 2000.0만원/subsidy: 지방보조금 교부결정 내용 등에 위반하여 다른 용도 사용한 경우 3년이하의 징역 또는 2천만원 이하의 벌금이 부과됩니다",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119212
PBLN_000000000119454,[경기] 평택시 2026년 국내외 지식재산 권리화 지원사업 모집 공고,경기도,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,다중 후보 중 기업/과제/건당 한도 후보가 1개로 명확,,1,150.0,support_amount,PCT 소요 비용 지원 분야지원내용규모지원한도비율지원내용국내 출원국내 특허20개사150만원/건80%° 변리사 수임료(VAT 제외) (출원료,150.0만원/support_amount: PCT 소요 비용 지원 분야지원내용규모지원한도비율지원내용국내 출원국내 특허20개사150만원/건80%° 변리사 수임료(VAT 제외) (출원료,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119454
PBLN_000000000119733,[울산] 울주군 2026년 강소기업 육성 기술 혁신 지원사업 시행 공고,울산광역시,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,명확한 한도 후보가 여러 개라 대표 선택 필요,,2,,,,1000.0만원/support_amount: 기술평가 전문기관 연계 지원 10백만원 최대 5백만원 15 특허 선행기술조사 || 500.0만원/support_amount: 기술평가 전문기관 연계 지원 10백만원 최대 5백만원 15 특허 선행기술조사,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119733
PBLN_000000000119836,[전남광주] 2026년 상반기 구조고도화자금 지원 계획 공고,전남광주통합특별시,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,4,,,,"100000.0만원/support_amount: , 경영안정사업) 지원 - 창업지원사업(3년 거치, 5년 균분상환 / 지원 한도 10억원 / 시설자금) - 경쟁력강화사업(3년 거치, 5년 균분상환 / 지원 한도 10억 || 100000.0만원/support_amount: 0억원 / 시설자금) - 경쟁력강화사업(3년 거치, 5년 균분상환 / 지원 한도 10억원 / 시설자금) - 경영안정화사업(1년 거치, 2년 균분상환 / 지원 한도 3억원 || 1000000.0만원/support_amount: 하반기 100억원 예정 ❍ 지원 내용 사 업 명지원 용도지원 한도상환 조건비 고창업지원사업(업력: 7년 이내)공장부지 매입 || 1000000.0만원/support_amount: 지자체 정책자금 지원금액 100억원 초과 업체 - 운전자금(1년 거치 2년 균분상환)의 경우",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119836
PBLN_000000000120498,[경기] 화성시 2026년 GAP 안정성 분석 지원사업 신청 공고,경기도,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,2,,,,24.4만원/support_amount: 토양용수 분석:지원한도액 244천원/점(토양117 || 24.4만원/support_amount: 지원한도액:244천원/점(토양117,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120498
PBLN_000000000120845,2026년 하반기 중소기업기술혁신개발사업 유망기술개발(구조혁신R&D) 시행계획 공고,중소벤처기업부,consortium_or_period_ambiguous,컨소시엄/기간/합계 기준 애매,컨소시엄/기간/합계 기준이 섞여 기업 대표금액 확정 불가,,6,,,,"200000.0만원/support_amount: 20 20 억 □ (지원조건) 연구개발비의 75% 이내 내역 사업 개발기간 및 지원한도 * 정부지원 연구개발비 비중 ** 지원분야 중소기업유망기술개발 (구조 || 50000.0만원/support_amount: 연구개발비 비중 ** 지원분야 중소기업유망기술개발 (구조혁신R&D) 최대 2년, 5억 이내 (연차별 최대 2.5억 이내) 75% 이내 자유공모 * 평균단가 4.8억원 || 120000.0만원/support_amount: 접수 결과에 따라 추가 공고 가능내역사업차수과제수예산중소기업유망기술개발(구조혁신R&D)1차10개12억원2차10개8억원합계20개20억 □ (지원조건)연구개발비의75%이내내역 사업개발기간 및 지원한도* 정부지원연구개발비 비중**지원분야중소기업유망기술 || 80000.0만원/support_amount: 접수 결과에 따라 추가 공고 가능내역사업차수과제수예산중소기업유망기술개발(구조혁신R&D)1차10개12억원2차10개8억원합계20개20억 □ (지원조건)연구개발비의75%이내내역 사업개발기간 및 지원한도* 정부지원연구개발비 비중**지원분야중소기업유망기술개발(구조혁신R || 200000.0만원/support_amount: 접수 결과에 따라 추가 공고 가능내역사업차수과제수예산중소기업유망기술개발(구조혁신R&D)1차10개12억원2차10개8억원합계20개20억 □ (지원조건)연구개발비의75%이내내역 사업개발기간 및 지원한도* 정부지원연구개발비 비중**지원분야중소기업유망기술개발(구조혁신R&D)최대 2년 || 50000.0만원/support_amount: 정부지원연구개발비 비중**지원분야중소기업유망기술개발(구조혁신R&D)최대 2년, 5억 이내(연차별 최대 2.5억 이내) 75% 이내자유공모 * 평균단가 4.8억원 이",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120845
PBLN_000000000120866,2026년 부산형 SiC 전력반도체 연구플랫폼 활성화 지원사업 기업지원 모집 공고,부산광역시,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,4,,,,"2000.0만원/support_amount: (예시)지원금액이 20,000천원일 경우 - 기업지원금 : 총 22 || 2200.0만원/support_amount: 000천원일 경우 - 기업지원금 : 총 22,000천원(20 || 2000.0만원/support_amount: (예시)지원금액이 20,000천원일 경우 - 기업지원금 : 총 22 || 2200.0만원/support_amount: 000천원일 경우 - 기업지원금 : 총 22,000천원(20",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120866
PBLN_000000000121191,2026년 산업 분야 온실가스 국제감축사업 공고,산업통상부,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,기업당/과제당/업체당/건당 한도 문맥이 명확,,2,1000000.0,support_amount,100억원 이하) 총 2건 내외 타당성조사지원 설계,1000000.0만원/support_amount: 100억원 이하) - (타당성조사지원) 설계 || 1000000.0만원/support_amount: 100억원 이하) 총 2건 내외 타당성조사지원 설계,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121191
PBLN_000000000121194,[경남] 고성군 2026년 지역지식재산창출 지원사업 공고,경상남도,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,명확한 한도 후보가 여러 개라 대표 선택 필요,,2,,,,90.0만원/support_amount: 300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 || 35.0만원/support_amount: 300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121194
PBLN_000000000121197,[경남] 창녕군 2026년 지역지식재산 창출지원사업 공고,경상남도,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,명확한 한도 후보가 여러 개라 대표 선택 필요,,2,,,,90.0만원/support_amount: 300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 || 35.0만원/support_amount: 300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121197
PBLN_000000000121348,2026년 한-체코ㆍ한-중국 에너지국제공동R&D 신규지원 대상과제 공고,기후에너지환경부,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,2,,,,37500.0만원/support_amount: 5억원(과제당 3.75억원 내외) *국내 컨소시엄 연구개발기관 지원금에 해당 ▪개발형태 : 혁신제품형 ▪기 술 료 : 징수 ▪연구개발기간 : 36개월 이내 ▪주관연구개발 || 37500.0만원/support_amount: 5억원(과제당 3.75억원 내외) *국내 컨소시엄 연구개발기관 지원금에 해당▪개발형태 : 혁신제품형▪기 술 료 : 징수▪연구개발기간 : 36개월 이내▪주관연구개발기관 :,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121348
PBLN_000000000121411,[울산] 울주군 2026년 강소기업 육성 기술 혁신 지원사업 추가모집 공고,울산광역시,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,명확한 한도 후보가 여러 개라 대표 선택 필요,,2,,,,1000.0만원/support_amount: 기술평가 전문기관 연계 지원 10백만원 최대 5백만원 7 특허 선행기술조사 || 500.0만원/support_amount: 기술평가 전문기관 연계 지원 10백만원 최대 5백만원 7 특허 선행기술조사,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121411
PBLN_000000000121426,[대구] 2026년 BIT융합캠퍼스(의료ㆍ헬스ㆍ바이오) 지원사업 기업 모집 공고,대구광역시,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,3,,,,7500.0만원/support_amount: VAT 별도)100백만원75백만원25백만원 이상 RISE -2) 기업집적지 현장캠퍼스 운영 (BIT융합캠퍼스) 대구 RISE 3-2 BIT융합캠퍼스경북대학교 첨단정보통신융합산업기술원- 3 - ▢ 최대 지원 한도(75백만원) 내에서 세부항목 및 금액을 선택 || 3000.0만원/support_amount: 디자인 및 사용성 평가 등을 위한 위탁연구개발비 지원최대 30백만원연구활동비 || 2000.0만원/support_amount: 프로젝트에 참여하는 대학 소속 학생 연구원 지원금(석ㆍ박사 과정 재학생 한정) 최대 20백만원,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121426
PBLN_000000000121784,[경기] 2026년 로봇직업교육센터 취업 연계 지원사업 참여기업 모집 공고,경기도,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,3,,,,"210.0만원/support_amount: 취업박람회 기업소개 및 면접 부스 지원 - 참여기업당 최대 3명 인건비 지원 - 1인당 인건비(인턴) 2,100천원/월 지원 사업신청 방법 온라인 접수 (경기테크노파크 사업관리시스템) 사업신청 사이트 온라인신청 바로가기 문의처 경기테크노파크 제조로봇팀 031 || 215.69만원/support_amount: 100천원/월 지원 * 최저임금: 2026년 주 40시간 근무 기준 시 월 2,156,880원 □ 지원금 지급요건 || 215.69만원/support_amount: 정규직 - 근로시간: 주 40시간 근로 원칙 氠瑢 ∙ 26년 채용에 따른 지급 ex) 26년 11월 채용자는 1개월 분 지급 ∙ 채용 수료생에게 최저임금* 이상 월 급여 지급 및 4대 보험 가입 필수 ∙ 채용 기간은 최소 3개월이며 중도 퇴사 시 지원금 환수(일할 정산) * 최저임금: 2026년 주 40시간 근무 기준 시 월 2,156,880원(시급 10",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121784
PBLN_000000000121785,[전남광주] 2026년 소규모 밀착 안전망 구축사업 참여기업 모집 공고(지역 중대재해 예방 사각지대 해소사업),전남광주통합특별시,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,기업당/과제당/업체당/건당 한도 문맥이 명확,,1,25.0,support_amount,방진마스크최대25만원4 추진절차  (제조업) 5~19인 제조 안전 길잡이 구축①공고및접수⇒②현장위험성평 가⇒③선정및지원품 목 확 정⇒④맞춤형지원및,25.0만원/support_amount: 방진마스크최대25만원4 추진절차  (제조업) 5~19인 제조 안전 길잡이 구축①공고및접수⇒②현장위험성평 가⇒③선정및지원품 목 확 정⇒④맞춤형지원및,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121785
PBLN_000000000121945,2026년 자이언트캐스팅(다이캐스팅) 부품 시험ㆍ평가ㆍ인증 및 기술지도 지원 시행 공고(자이언트캐스팅 공용센터 기반구축 사업),과학기술정보통신부,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,기업당/과제당/업체당/건당 한도 문맥이 명확,,2,200.0,subsidy,"000천원 한도 * 국비/지방비 지원 금액 변동에 따라 지원 금액 변동 가능성 있음 ② 기술지도 (*신청 필수) 지원기관지원건수지원금액한국기계연구원5건최대 2,000천원 (VAT포함) - 산업현장 맞춤형 애로기술을 해소하기 위한 전문가 발굴 및 매칭으로 신규 다이캐스팅 부품(기업)의 기술 다각화를 위한 기술지도","200.0만원/subsidy: 기타 소모성 부품류 2,000천원 한도 * 국비/지방비 지원 금액 변동에 따라 지원 금액 변동 가능성 있음 ② 기술지도 (*신청 필수) 지원기관지원건수지원금액한국기계연구원5건최 || 200.0만원/subsidy: 000천원 한도 * 국비/지방비 지원 금액 변동에 따라 지원 금액 변동 가능성 있음 ② 기술지도 (*신청 필수) 지원기관지원건수지원금액한국기계연구원5건최대 2,000천원 (VAT포함) - 산업현장 맞춤형 애로기술을 해소하기 위한 전문가 발굴 및 매칭으로 신규 다이캐스팅 부품(기업)의 기술 다각화를 위한 기술지도",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121945
PBLN_000000000122359,[경북] 2026년 지역특화형(고도화) 스마트공장 구축사업 공고,중소벤처기업부,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,7,,,,"20000.0만원/support_amount: 총 2.5억원 내에서 2회(1회차고도화→2회차동일수준)까지 지원하되,회당 최대 2억원 한도,지원비율 50%이내에서 지원가능 * (예) 26년(목표수준 중간1, 고도화 || 10000.0만원/support_amount: 동일수준) 1억 * 2회차 동일수준 지원은 1회차 고도화 사업 완료(성공 판정) 이후 지원 가능지원유형지원기간정부 지원한도지원 비율구축목표수준 || 5000.0만원/support_amount: 구축사업을 통해 “고도화”지원받은기업이‘26년도 “동일수준”신청시,기존처럼 최대 0.5억원,6개월 이내 지원 가능(동일수준 지원은 목표수준별 1회만 지원 가능) ◦ 과 거 || 20000.0만원/support_amount: 5억원중간1(동일수준)∘ 최초신청 기업 최대 9개월최대 2억원중간1 또는중간2(고도화)∘ 기초수준 구축기업최대 9개월최대 2억원중간1 또는중간2(고도화)∘ ‘25년 이전 중간1을 지원받아 목표달성한 기업이 || 20000.0만원/support_amount: 5억원중간1(동일수준)∘ 최초신청 기업 최대 9개월최대 2억원중간1 또는중간2(고도화)∘ 기초수준 구축기업최대 9개월최대 2억원중간1 또는중간2(고도화)∘ ‘25년 이전 중간1을 지원받아 목표달성한 기업이 중간2를 목표로 하는 경우 최대 9개월최대 2억원중간2(고도화)∘ || 20000.0만원/support_amount: 5억원중간1(동일수준)∘ 최초신청 기업 최대 9개월최대 2억원중간1 또는중간2(고도화)∘ 기초수준 구축기업최대 9개월최대 2억원중간1 또는중간2(고도화)∘ ‘25년 이전 중간1을 지원받아 목표달성한 기업이 중간2를 목표로 하는 경우 최대 9개월최대 2억원중간2(고도화)∘ 과거 정부지원사업 구축 목표가 ‘중간1’이었으나 || 20000.0만원/support_amount: 구축 결과 ‘중간2’ 판정받은 경우최대 9개월최대 2억원중간2(고도화)∘ 자체비용으로 스마트공장 구축하여 ‘중간1’로 수준확인 받은 기업이 26년도 ‘중간1’ 목표로 신청하는 경우최대 9개월최대 2억원중간1(고도화)∘ 정부지원사업을 통해 ‘중간1’ 구축한 후",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122359
PBLN_000000000122384,2026년 글로벌산업기술협력센터 사업(M.AX 분야 공동연구) 시행계획 공고,산업통상부,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,1,,,,200000.0만원/support_amount: 중대형(연간 20억 이내)신규과제 9개 이내 * 지원기간에 따른 계획 및 예산을 사업계획서에 포함하여 제출,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122384
