policy_id,title,organization,old_amount_manwon,old_amount_type,old_roi_apply_method,new_amount_manwon,new_amount_type,new_roi_apply_method,delta_bucket,pattern,decision_reasons,comparison_reasons,selected_context,url
PBLN_000000000118245,[경북] 2026년 중소벤처기업 지식재산권 및 해외인증 지원사업 참가기업 모집 공고,경상북도,500.0,support_amount,subtract,600.0,non_cash,recommend_only,moderate_delta,likely_new_limit_candidate,large_amount_delta,"type_changed:support_amount->non_cash | roi_method_changed:subtract->recommend_only | amount_delta_20_percent:old=500,new=600","시험기관 및 컨설팅 기관 출원/획득 일자 추진방법 □ 단독 □ 대행 지원금 청구 소요금액 원 신청금액 (공급가액의 80%) 최대 6,000,000원 송금계좌 _____은행",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118245
PBLN_000000000118395,[경기] 2026년 기술닥터사업 공고,경기도,500.0,support_amount,subtract,2000.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=500,new=2000"," 공정 개선 등 구체적 성과물 도출) 2,000만원 이내 총 비용의 20% 3단계 상용화 지원 기업의 매출향상 및 고용창출 위한 제품화‧사업화 지원(상세설계",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118395
PBLN_000000000119206,[충남] 아산시 2026년 해외마케팅 지원사업 참가기업 모집 공고,충청남도,400.0,subsidy,subtract,10000.0,subsidy,subtract,new_10x_plus,risk_penalty_or_sanction_selected,subtract_without_limit_context | large_amount_delta,"amount_delta_20_percent:old=400,new=10000", 부정한 방법으로 지방보조금을 교부받은 지방보조사업자 등에 대한 벌칙 ­ 거짓 신청이나 그 밖의 부정한 방법으로 지방보조금을 교부받은 자와 그 사실을 알면서 지방보조금을 교부한 자는 10년 이하의 징역 또는 1억원 이하 벌금 부과 (법 제37조) ­ 법령,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119206
PBLN_000000000119454,[경기] 평택시 2026년 국내외 지식재산 권리화 지원사업 모집 공고,경기도,0.0,support_amount,subtract,150.0,support_amount,subtract,zero_or_missing,risk_exclusion_or_threshold_selected,large_amount_delta,"amount_delta_20_percent:old=0,new=150", PCT 소요 비용 지원 분야지원내용규모지원한도비율지원내용국내 출원국내 특허20개사150만원/건80%° 변리사 수임료(VAT 제외) (출원료,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119454
PBLN_000000000119836,[전남광주] 2026년 상반기 구조고도화자금 지원 계획 공고,전남광주통합특별시,3000000.0,support_amount,subtract,1000000.0,support_amount,subtract,new_half_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=3e+06,new=1e+06", 하반기 100억원 예정 ❍ 지원 내용 사 업 명지원 용도지원 한도상환 조건비 고창업지원사업(업력: 7년 이내)공장부지 매입,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119836
PBLN_000000000119957,[부산] 기계ㆍ부품ㆍ철강산업 숙련기술자 고용안정 지원사업 참여 기업 및 참여자 모집 공고,부산광역시,750.0,support_amount,subtract,2250.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=750,new=2250","kr) – 지원사업 공고 ❍ 지원조건 : 수혜기업의 일자리창출(채용약정) 및 환수 조치에 동의한 기업 - 1개사 최대 2,250만원(채용약정 3명)",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119957
PBLN_000000000120012,[경기] 2026년 공동활용 연구장비 사용료 지원 기업 모집 공고,경기도,10000.0,support_amount,subtract,500.0,support_amount,subtract,new_10pct_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=10000,new=500", 자세한 지원대상 공고문 참조 ☞ 도내 기업이 주관기관의 공동활용 연구장비(장비기반 기술서비스 포함) 사용 시 사용료 지원(기업당 최대 5백만원 지원) 사업신청 방법 온라인 접수 (경기도연구장비공동활용사업) 사업신청 사이트 온라인신청 바로가기 문의처 경기도경제과학진흥원 바이오기업지원팀 ,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120012
PBLN_000000000120123,2026년 금융 테스트베드 참여기업 테스트비용 지원 공고,금융위원회,15000.0,support_amount,subtract,12000.0,subsidy,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"type_changed:support_amount->subsidy | amount_delta_20_percent:old=15000,new=12000", 종료일까지만 지원 □ (지원 금액)국고보조금 최대 1.2억 원 지원 ㅇ기업별 사업역량,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120123
PBLN_000000000120498,[경기] 화성시 2026년 GAP 안정성 분석 지원사업 신청 공고,경기도,19.0,subsidy,subtract,24.4,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=19,new=24.4",토양용수 분석:지원한도액 244천원/점(토양117,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120498
PBLN_000000000120600,[경북] 김천시 2026년 기술주치의119지원사업 공고,경상북도,200000.0,support_amount,subtract,1500.0,support_amount,subtract,new_1pct_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=200000,new=1500"," 경북TP의 지원금은 부가세 포함 최대 15,000천원임 Ⅳ",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120600
PBLN_000000000120673,2026년 다공성 탄소소재 기반 환경소재 및 부품개발 기반구축 사업 수혜기업 지원(시제품 제작 및 기술지도) 사업 공고,산업통상부,50.0,support_amount,subtract,1000.0,support_amount,subtract,new_10x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=50,new=1000", 기관 보유 장비 및 도입장비를 활용하여 실증에 적용 가능한 다공성 탄소소재 기반의 제품 상용화 및 고도화를 위한 시제품 제작비 지원 10백만원 이내 8개 社 기술지원 ,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120673
PBLN_000000000120780,2026년 통상변화대응지원사업 참여기업 모집 공고,산업통상부,1000000.0,support_amount,subtract,2000.0,support_amount,subtract,new_1pct_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=1e+06,new=2000",경영혁신지원 ◦ (지원대상) 통상변화대응기업 지정 이후 3년 이내 기업 * 기존 무역조정지원 지정기업 포함하여 지원(신청일 기준 지정 3년 이내 기업) ◦ (지원한도 및 기간) 기업당 최대 2천만원까지 지원하며,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120780
PBLN_000000000120845,2026년 하반기 중소기업기술혁신개발사업 유망기술개발(구조혁신R&D) 시행계획 공고,중소벤처기업부,48000.0,subsidy,subtract,200000.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=48000,new=200000", 20 20 억 □ (지원조건) 연구개발비의 75% 이내 내역 사업 개발기간 및 지원한도 * 정부지원 연구개발비 비중 ** 지원분야 중소기업유망기술개발 (구조,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120845
PBLN_000000000120865,2026년 한ㆍ이스라엘 국제공동기술개발사업 신규 과제 통합 공고,산업통상부,168000.0,support_amount,subtract,420000.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=168000,new=420000", 단위 : 원) 구분 라이트하우스 프로그램 (Lighthouse Program) 과제 규모 제한 없음 과제당 최대 지원금(양국 컨소시엄 합계) 1) 42억 한국 측 예산 비율에 따른 과제당 지원금 2) 30% 12,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120865
PBLN_000000000120866,2026년 부산형 SiC 전력반도체 연구플랫폼 활성화 지원사업 기업지원 모집 공고,부산광역시,100.0,support_amount,subtract,2200.0,support_amount,subtract,new_10x_plus,needs_manual_review,large_amount_delta,"amount_delta_20_percent:old=100,new=2200","000천원일 경우 - 기업지원금 : 총 22,000천원(20",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120866
PBLN_000000000120933,[경기] 시흥시 2026년 대야기계장비 소공인특화지원센터 자율사업 통합 모집 공고,경기도,300.0,support_amount,subtract,700.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=300,new=700", 사업지원 등 9개사 (최종 사업지원 4개사) 업체당 최대 700만원 ,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120933
PBLN_000000000121028,[울산] 2026년 상반기 산업안전보건 국제표준 인증기업 지원사업 시행 공고,울산광역시,200.0,support_amount,subtract,300.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=200,new=300", 업체당 300만원 한도 氠瑢 구 분 지원 한도액(천원) 비 고 합 계 3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121028
PBLN_000000000121194,[경남] 고성군 2026년 지역지식재산창출 지원사업 공고,경상남도,130.0,subsidy,subtract,90.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=130,new=90",300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 ,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121194
PBLN_000000000121197,[경남] 창녕군 2026년 지역지식재산 창출지원사업 공고,경상남도,130.0,subsidy,subtract,90.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=130,new=90",300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 ,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121197
PBLN_000000000121348,2026년 한-체코ㆍ한-중국 에너지국제공동R&D 신규지원 대상과제 공고,기후에너지환경부,75000.0,support_amount,subtract,37500.0,support_amount,subtract,new_half_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=75000,new=37500",5억원(과제당 3.75억원 내외) *국내 컨소시엄 연구개발기관 지원금에 해당 ▪개발형태 : 혁신제품형 ▪기 술 료 : 징수 ▪연구개발기간 : 36개월 이내 ▪주관연구개발,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121348
PBLN_000000000121785,[전남광주] 2026년 소규모 밀착 안전망 구축사업 참여기업 모집 공고(지역 중대재해 예방 사각지대 해소사업),전남광주통합특별시,10000.0,support_amount,subtract,25.0,support_amount,subtract,new_1pct_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=10000,new=25",방진마스크최대25만원4 추진절차  (제조업) 5~19인 제조 안전 길잡이 구축①공고및접수⇒②현장위험성평 가⇒③선정및지원품 목 확 정⇒④맞춤형지원및,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121785
PBLN_000000000121945,2026년 자이언트캐스팅(다이캐스팅) 부품 시험ㆍ평가ㆍ인증 및 기술지도 지원 시행 공고(자이언트캐스팅 공용센터 기반구축 사업),과학기술정보통신부,1000.0,subsidy,subtract,200.0,subsidy,subtract,new_half_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=1000,new=200"," 기타 소모성 부품류 2,000천원 한도 * 국비/지방비 지원 금액 변동에 따라 지원 금액 변동 가능성 있음 ② 기술지도 (*신청 필수) 지원기관지원건수지원금액한국기계연구원5건최",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121945
PBLN_000000000122238,[강원] 춘천시 2026년 지식재산 국내분쟁 비용지원 사업 모집 연장 공고,강원특별자치도,300.0,support_amount,subtract,800.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=300,new=800"," 경고장 대응 지원 - 기업당 최대 8,000 천원 이내 지원 사업신청 방법 이메일 접수 (ip15@gwep",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122238
PBLN_000000000122359,[경북] 2026년 지역특화형(고도화) 스마트공장 구축사업 공고,중소벤처기업부,63740000.0,support_amount,subtract,20000.0,support_amount,subtract,new_1pct_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=6.374e+07,new=20000"," 총 2.5억원 내에서 2회(1회차고도화→2회차동일수준)까지 지원하되,회당 최대 2억원 한도,지원비율 50%이내에서 지원가능 * (예) 26년(목표수준 중간1, 고도화",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122359
PBLN_000000000122384,2026년 글로벌산업기술협력센터 사업(M.AX 분야 공동연구) 시행계획 공고,산업통상부,1000000.0,subsidy,subtract,200000.0,support_amount,subtract,new_half_or_less,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=1e+06,new=200000", 한국산업기술진흥협회가 발급한 “기업부설연구소 인정서“를 보유하고 있는 국내 사업자 ☞ 글로벌 산학연 컨소시엄의 공동연구 과제 지원(20억원 내외/년) ,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122384
PBLN_000000000122394,[제주] 2026년 전기차 사용 후 배터리 실증 지원사업(KC인증) 상시모집 공고,제주특별자치도,5000.0,support_amount,subtract,2500.0,support_amount,subtract,new_half_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=5000,new=2500"," 1개사당 최대 25,000천원 지원3",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122394
PBLN_000000000122492,[충남] 2026년 IP디딤돌 프로그램 창업자 후속지원 대상자 모집 공고,충청남도,900.0,support_amount,subtract,136.0,support_amount,subtract,new_half_or_less,risk_exclusion_or_threshold_selected,large_amount_delta,"amount_delta_20_percent:old=900,new=136"," VAT 포함) 지원건수자부담후속지원 특허망 구축(국내출원) 1,360,000원 이내1인 3건 이내20%(면제 불가)PCT 출원 (*VAT 제외) 2",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122492
PBLN_000000000122501,2026년 디지털기반 중소사업장 산재예방 기술개발 지원사업 시행계획 공고,중소벤처기업부,50000.0,subsidy,subtract,66000.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=50000,new=66000", 6.6억원 이내 정부지원연구개발비 지원 ,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122501
PBLN_000000000122585,2026년 2차 미래차 전자제어부품 산업 고도화 기반구축 기업지원 수혜기업 모집 공고,산업통상부,2000.0,support_amount,subtract,1500.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=2000,new=1500"," 기구부 개발 기술지원1건(건당 최대 1,500만원)~ 6",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122585
PBLN_000000000122623,[전북] 2026년 2차 자동차 대체부품 분야 기업지원 사업 공고,전북특별자치도,49493.0,unknown,review,25586.3,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"type_changed:unknown->support_amount | roi_method_changed:review->subtract | amount_delta_20_percent:old=49493,new=25586.3","000원 4건(품목) 내외 지원 김제시 : 255,863,000원 ‣ 국산차 부품 : 최대 2억원/과제 - 기업별 수혜 이력에 따라 과제당 최대 지원금 차등 지원 氠瑢 구분 2회이상 3회이상 4회이상 汤捯 최",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122623
PBLN_000000000122726,[강원] 2026년 바이오기업 성장 촉진 및 고용 활성화 지원기업 상시 모집 공고(지역산업맞춤형 일자리창출 지원사업),강원특별자치도,700.0,support_amount,subtract,40.0,support_amount,subtract,new_10pct_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=700,new=40", 기업당 최대 6명 400천원x6개월 30명 내외 ․ 공고일 현재 ‘강원도’에 소재하고 있는 사업자로 강원도에 4대 사회보험을 납부하고 있어야 함 ․ 지원기간 내 과업수행 ,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122726
PBLN_000000000122968,2026년 2차 안전일터 조성지원 사업 수정 공고,고용노동부,3000.0,subsidy,subtract,100000.0,support_amount,subtract,new_10x_plus,risk_exclusion_or_threshold_selected,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=3000,new=100000", 운영비 등 지원 제외 ㅇ (지원한도) 산업단지 또는 지식산업센터 당 최대 10억원 한도(공단 판단금액의 50% 지원) ,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122968
PBLN_000000000122997,[강원] 횡성군 2026년 2차 지식재산 첫걸음 지원사업 참여기업 모집 공고,강원특별자치도,130.0,subsidy,subtract,1000.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=130,new=1000","현물 15%적용 3) 지원내용 및 규모 구분세부지원내용지원단가 (지원금)지원한도특허특허맵(일반) 10,000 천원 이내기업당2건 이내특허기술 홍보영상 제작 9",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122997
PBLN_000000000122998,[강원] 영월군 2026년 2차 지식재산 첫걸음 지원사업 참여기업 모집 공고,강원특별자치도,130.0,subsidy,subtract,1000.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=130,new=1000"," 현물 15% 적용 3) 지원내용 및 규모 氠瑢 구분 세부지원내용 지원단가 (지원금) 지원한도 특허 특허맵(일반) 10,000 천원 이내 기업당 2건 이내 특허기술 홍보영상 제작 9",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122998
PBLN_000000000123053,2026년 2차 경북 영천시 금호 이웃사촌마을 조성사업 청년창업 및 이전기업 지원사업 참여기업(이전기업) 모집 공고,경상북도,5000.0,support_amount,subtract,20000.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=5000,new=20000","구축(임차) 및 신제품개발 또는 제품고도화 등 자금 지원(단년도 최대 200,000천원",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123053
PBLN_000000000123103,[전남광주] 로컬콘텐츠 기반 문화상품 개발 컨소시엄(공방&디자인기업) 모집 공고,전남광주통합특별시,1000.0,support_amount,subtract,800.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=1000,new=800", 지식재산권 출원 등 - (상품개발) 과제당 8000천원 - (마케팅) 제품촬영 및 상세페이지 제작 등 온라인 판로를 위한 마케팅 지원 사업신청 방법 이메일 접수(yujeong@gdc,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123103
PBLN_000000000123148,2026년 2차 조선해양산업기술개발사업 신규지원 대상과제 공고,산업통상부,100000.0,subsidy,subtract,2000000.0,support_amount,subtract,new_10x_plus,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=100000,new=2e+06", 2~4차년도 : 각 12개월) ㅇ 정부지원연구개발비 : ’26년 20억원 이내 (총 정부지원연구개발비 200억원 이내) ㅇ 주관연구개발기관 : 기업 (조선소 참여 필수) ㅇ 정부납부기술료 납부대상 여부 : 징수 품목번호 2026-2차-조선해양산업핵심-04,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123148
PBLN_000000000123150,2026년 소공인 스마트제조지원(스마트공방)사업 추가 모집 공고,중소벤처기업부,600.0,subsidy,subtract,3000.0,subsidy,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=600,new=3000","클러스터특성에맞는소(상)공인연계사업추진등 -(지원금액) 운영기관별최대3,000만원(국비100%) * 기관별 사업계획에 따라 지원금액 조정 가능 ** 단",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123150
PBLN_000000000123154,2026년 3차 조선해양산업기술개발사업 신규지원 대상과제 공고,산업통상부,297000.0,subsidy,subtract,4210000.0,support_amount,subtract,new_10x_plus,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=297000,new=4.21e+06",7억원 이내 (총 정부지원연구개발비 421억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 징수 관리번호 2026-3차-AI완전자율운항-02 산업기술분류 중,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123154
