policy_id,title,organization,old_amount_manwon,old_amount_actual,old_amount_type,old_roi_apply_method,new_amount_manwon,new_amount_actual,new_amount_type,new_roi_apply_method,delta_ratio,delta_bucket,pattern,suggested_action,suggested_reason,decision_reasons,comparison_reasons,new_selected_context,candidate_summary,url,hold_group
PBLN_000000000120012,[경기] 2026년 공동활용 연구장비 사용료 지원 기업 모집 공고,경기도,10000.0,최대 1억원,support_amount,subtract,500.0,최대 500만원,support_amount,subtract,0.05x,new_10pct_or_less,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=10000,new=500",자세한 지원대상 공고문 참조 ☞ 도내 기업이 주관기관의 공동활용 연구장비(장비기반 기술서비스 포함) 사용 시 사용료 지원(기업당 최대 5백만원 지원) 사업신청 방법 온라인 접수 (경기도연구장비공동활용사업) 사업신청 사이트 온라인신청 바로가기 문의처 경기도경제과학진흥원 바이오기업지원팀,500.0만원/support_amount/subtract: 자세한 지원대상 공고문 참조 ☞ 도내 기업이 주관기관의 공동활용 연구장비(장비기반 기술서비스 포함) 사용 시 사용료 지원(기업당 최대 5백만원 지원) 사업신청 방법 온라인 접수 (경기도연구장비공동활용사업) 사업신청 사이트 온라인신청 바로가기 문의처 경기도경제과학진흥원 바이오기업지원팀 || 0.0만원/total_project_cost/review: ‘해당없음’ 기재) 사업명 연구과제명 주관부처 참여기간 총사업비 참여형태 000천원 주관/참여 【서식 2호】 (필수 제출 서류) 「2026년 경기도 연구장비 공동활용 사용료 지원사업」 참여기업 대상 만족도 및 성과조사 1 참여 || 10000.0만원/total_support_scale/review: □ 수행기관 : (재)경기도경제과학진흥원 □ 지원규모 ㅇ 총 사업비 : 100백만원 ㅇ 지원기업 : 20개사 이상 ㅇ 지원금액 : 기업당 최대 5백만원 - 2 - 2 지 원 내 용 □ 지원대상 : 경기도 소재 스타트업 || 500.0만원/total_support_scale/review: □ 수행기관 : (재)경기도경제과학진흥원 □ 지원규모 ㅇ 총 사업비 : 100백만원 ㅇ 지원기업 : 20개사 이상 ㅇ 지원금액 : 기업당 최대 5백만원 - 2 - 2 지 원 내 용 □ 지원대상 : 경기도 소재 스타트업 || 500.0만원/support_amount/subtract: 기업당 최대 5백만원 한도구분지원비율자부담율창업 7년 미만 기업90%10%창업 7년 이상 기업70%30% □ 관세피해기업 우선지원 ㅇ 대미 관세피해 기업 대상 15 || 6000.0만원/project_budget/review: (금)지원예산60백만원40백만원지원방법모집 종료 후 적격 검토 및 일괄 선정접수순으로 적격검토 후 순차 지원 □ 선정기준 ㅇ 1 || 4000.0만원/project_budget/review: (금)지원예산60백만원40백만원지원방법모집 종료 후 적격 검토 및 일괄 선정접수순으로 적격검토 후 순차 지원 □ 선정기준 ㅇ 1 || 500.0만원/support_amount/subtract: kr) ‧ 사용료 지원 접수 : 적격검토 후 1차일괄지원/2차순차지원 ‧ 제출서류 : 신청서 및 관련 서류 등 ‧ 최대 5백만원 한도 내 지원(1회 한정 추가접수) ‧ 1차 경쟁모집 || ... 후보 2개 추가,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120012,limit_candidate_large_delta
PBLN_000000000120498,[경기] 화성시 2026년 GAP 안정성 분석 지원사업 신청 공고,경기도,19.0,최대 19만원,subsidy,subtract,24.4,최대 24.4만원,support_amount,subtract,1.28x,moderate_delta,likely_new_limit_candidate,hold,새 후보가 월별/인원별/건별/취득금액/연간한도 문맥이라 대표금액 확정이 어렵습니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=19,new=24.4",토양용수 분석:지원한도액 244천원/점(토양117,"24.4만원/support_amount/subtract: 토양용수 분석:지원한도액 244천원/점(토양117 || 4.4만원/unknown/review: 약잔류검사는지원대상이아님4.지원자금의사용용도 토양·용수 안전성 분석 ○시료채취비:44천원/점(토양22,용수22) ○토양․용수분석비:200천원/점(토양95,용수105) 구 || 20.0만원/unknown/review: 토양․용수분석비:200천원/점(토양95 || 24.4만원/support_amount/subtract: 지원한도액:244천원/점(토양117 || 500.0만원/unknown/review: 낙찰차액발생시그금액만큼사업대상지를추가발굴*하여불용액최소화*낙찰차액발생에따른추가사업신청은500만원이하도가능 사업수행기관 || 19.0만원/total_project_cost/review: 천원) ◦안전성 검사비 지원 (단위:천원)연번보조사업자예상 사업량사 업 비계국비도비시군비*사업예상량은총사업비를1건당190천원(항목별표준분석비평균단가)으로적용 - 19 - 5 || 19.0만원/total_project_cost/review: 천원) ◦안전성검사비지원 (단위:천원)연번보조사업자예상 사업량사 업 비계국비도비시군비*사업예상량은총사업비를1건당190천원(항목별표준분석비평균단가)으로적용 ◦유형별생산자단체현황:의견수렴내용도포함(사전교육 || None만원/support_ratio/ratio_cap: [경기] 화성시 2026년 GAP 안정성 분석 지원사업 신청 공고 경기도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120498,unit_basis_ambiguous
PBLN_000000000120600,[경북] 김천시 2026년 기술주치의119지원사업 공고,경상북도,200000.0,최대 20억원,support_amount,subtract,1500.0,"최대 1,500만원",support_amount,subtract,0.0075x,new_1pct_or_less,likely_new_limit_candidate,hold,기존값과 새값 차이가 100배 이상이라 단위/표 연결 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=200000,new=1500","경북TP의 지원금은 부가세 포함 최대 15,000천원임 Ⅳ","0.0만원/revenue_condition/review: 애로기술 미해결 시(필수사항) : 미해결 사유 및 대안제시 내용 기술 ­ (예시) 기술부분이 아닌 경영상의 애로(미해결 사유) → 기업지원사업 소개 및 연계(대안제시) 현장애로기술 지원결과 (기업체 종합의견) 氠瑢 애로기술해결기대효과 (예시) : 정량적인 기대효과 기술 氠瑢 구 분 지원 || 0.0만원/revenue_condition/review: 애로기술 미해결 시(필수사항) : 미해결 사유 및 대안제시 내용 기술 ­ (예시) 기술부분이 아닌 경영상의 애로(미해결 사유) → 기업지원사업 소개 및 연계(대안제시) 현장애로기술 지원결과 (기업체 종합의견) 氠瑢 애로기술해결기대효과 (예시) : 정량적인 기대효과 기술 氠瑢 구 분 지원 || 0.0만원/revenue_condition/review: 애로기술 미해결 시(필수사항) : 미해결 사유 및 대안제시 내용 기술 ­ (예시) 기술부분이 아닌 경영상의 애로(미해결 사유) → 기업지원사업 소개 및 연계(대안제시) 현장애로기술 지원결과 (기업체 종합의견) 氠瑢 애로기술해결기대효과 (예시) : 정량적인 기대효과 기술 氠瑢 구 분 지원 || 0.0만원/revenue_condition/review: 애로기술 미해결 시(필수사항) : 미해결 사유 및 대안제시 내용 기술 ­ (예시) 기술부분이 아닌 경영상의 애로(미해결 사유) → 기업지원사업 소개 및 연계(대안제시) 현장애로기술 지원결과 (기업체 종합의견) 氠瑢 애로기술해결기대효과 (예시) : 정량적인 기대효과 기술 氠瑢 구 분 지원 || 200000.0만원/consulting_fee/recommend_only: 20 년 월 일 위 확인인 소 속 : 주민등록번호 : 성 명 : (인) (재)경북테크노파크 원장 귀하 氠瑢 영 수 증 금 원정(금 원정) 위 금액을 2026년 『기술주치의119지원사업』의 현장애로기술 지원기업 (지원기업명) 컨설팅 및 자문료(1회 200,000만원 × 회)로 정히 영수 || 1000.0만원/unknown/review: 최대 10,000천원(VAT포함) || 0.0만원/revenue_condition/review: 제품이미지 개선 등의 예상성과를 구체적이고 객관적인 수치로 표시) (예시) 氠瑢 구 분 당해년도 1차 년도 2차 년도 3차 년도 세부근거 매출액(단위: 원) ㆍ‘24년 : 000(단가)x000개=000천원 ㆍ‘25년 : 000(단가)x000개=000천원 수출액(단위: 원) ㆍ‘24년 : || 0.0만원/revenue_condition/review: 제품이미지 개선 등의 예상성과를 구체적이고 객관적인 수치로 표시) (예시) 氠瑢 구 분 당해년도 1차 년도 2차 년도 3차 년도 세부근거 매출액(단위: 원) ㆍ‘24년 : 000(단가)x000개=000천원 ㆍ‘25년 : 000(단가)x000개=000천원 수출액(단위: 원) ㆍ‘24년 : || ... 후보 5개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120600,extreme_delta
PBLN_000000000120673,2026년 다공성 탄소소재 기반 환경소재 및 부품개발 기반구축 사업 수혜기업 지원(시제품 제작 및 기술지도) 사업 공고,산업통상부,50.0,최대 50만원,support_amount,subtract,1000.0,"최대 1,000만원",support_amount,subtract,20x,new_10x_plus,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=50,new=1000",기관 보유 장비 및 도입장비를 활용하여 실증에 적용 가능한 다공성 탄소소재 기반의 제품 상용화 및 고도화를 위한 시제품 제작비 지원 10백만원 이내 8개 社 기술지원,0.0만원/unknown/review: 명) 연도 2023년 2024년 2025년 매출총액 천원 천원 천원 종업원수 명 명 명 지원프로그램 지원 체크 신청 프로그램 제품명(서비스명) 신청금액  시제품 제작 지원 ex) ooo 제작 000천원  기술지원 000천원 총 소요자금 000천원 과제명 (제품 || 0.0만원/unknown/review: 명) 연도 2023년 2024년 2025년 매출총액 천원 천원 천원 종업원수 명 명 명 지원프로그램 지원 체크 신청 프로그램 제품명(서비스명) 신청금액  시제품 제작 지원 ex) ooo 제작 000천원  기술지원 000천원 총 소요자금 000천원 과제명 (제품 || 0.0만원/unknown/review: 명) 연도 2023년 2024년 2025년 매출총액 천원 천원 천원 종업원수 명 명 명 지원프로그램 지원 체크 신청 프로그램 제품명(서비스명) 신청금액  시제품 제작 지원 ex) ooo 제작 000천원  기술지원 000천원 총 소요자금 000천원 과제명 (제품 || 1000.0만원/support_amount/subtract: 기관 보유 장비 및 도입장비를 활용하여 실증에 적용 가능한 다공성 탄소소재 기반의 제품 상용화 및 고도화를 위한 시제품 제작비 지원 10백만원 이내 8개 社 기술지원 || 50.0만원/support_amount/subtract: 다공성 탄소소재 기반 시제품 개발 과정 및 핵심기술 관련 기술지도 지원 0.5백만원 이내 8개 社,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120673,limit_candidate_large_delta
PBLN_000000000120780,2026년 통상변화대응지원사업 참여기업 모집 공고,산업통상부,1000000.0,최대 100억원,support_amount,subtract,2000.0,"최대 2,000만원",support_amount,subtract,0.002x,new_1pct_or_less,likely_new_limit_candidate,hold,기존값과 새값 차이가 100배 이상이라 단위/표 연결 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=1e+06,new=2000",경영혁신지원 ◦ (지원대상) 통상변화대응기업 지정 이후 3년 이내 기업 * 기존 무역조정지원 지정기업 포함하여 지원(신청일 기준 지정 3년 이내 기업) ◦ (지원한도 및 기간) 기업당 최대 2천만원까지 지원하며,"600000.0만원/loan/exclude: ☞ 통상변화대응지원 기업으로 지정된 기업 ☞ 기술ㆍ경영 혁신 및 융자 지원 - (기술ㆍ경영 혁신지원) 중장기 경쟁력 향상을 위한 전문가 컨설팅 지원 - (융자지원) 업체당 60억원 한도 || 50000.0만원/loan/exclude: 전문가 컨설팅 지원 - (융자지원) 업체당 60억원 한도, 고정금리 2%(운전 5억, 지방소재기업은 70억) 사업신청 방법 중진공 본사 기업성장지원처 및 전국 지역 || 700000.0만원/unknown/review: 지방소재기업은 70억) 사업신청 방법 중진공 본사 기업성장지원처 및 전국 지역본ㆍ지부(통상변화대응센터)를 통해 상담 및 신청ㆍ접수 - 통상변화대응기업 지정 : 신청 || 600000.0만원/loan/exclude: 경영 혁신지원) 중장기 경쟁력 향상을 위한 전문가 컨설팅 지원 * 매출액 규모에 따라 자부담률 0% ~ 20% ◦ (융자지원) 업체당 60억원 한도 || 50000.0만원/loan/exclude: 률 0% ~ 20% ◦ (융자지원) 업체당 60억원 한도, 고정금리 2% (운전 5억, 지방소재기업은 70억) * 융자지원의 경우 「중소기업 정책자금 융자공고」에 의 || 700000.0만원/loan/exclude: 지방소재기업은 70억) * 융자지원의 경우 「중소기업 정책자금 융자공고」에 의거하여 정책자금 신청 및 상담 || 2000.0만원/support_amount/subtract: 경영혁신지원 ◦ (지원대상) 통상변화대응기업 지정 이후 3년 이내 기업 * 기존 무역조정지원 지정기업 포함하여 지원(신청일 기준 지정 3년 이내 기업) ◦ (지원한도 및 기간) 기업당 최대 2천만원까지 지원하며 || 1000000.0만원/total_project_cost/review: 최대 12주 이내 40MD 수행 규모 자부담(최소) 지원금(최대) 총사업비 비율 금액 비율 금액 100억 미만 0% - 100% 20백만원 20백만원 100억 이상~500억 미만 10% 2백만원 90% 18백만원 20백만원 500억 이상 20% 4 || ... 후보 14개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120780,extreme_delta
PBLN_000000000120845,2026년 하반기 중소기업기술혁신개발사업 유망기술개발(구조혁신R&D) 시행계획 공고,중소벤처기업부,48000.0,,subsidy,subtract,200000.0,최대 20억원,support_amount,subtract,4.17x,new_2x_plus,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=48000,new=200000",20 20 억 □ (지원조건) 연구개발비의 75% 이내 내역 사업 개발기간 및 지원한도 * 정부지원 연구개발비 비중 ** 지원분야 중소기업유망기술개발 (구조,"200000.0만원/unknown/review: 20억원) 해외진출 경쟁형 전략형 소부장 시장확대형 (3년 || 360000.0만원/unknown/review: 36억원) 민간투자연계 전략기술테마별프로젝트 전략형 시장대응형 (2년 || 50000.0만원/loan/exclude: 5억원) 일반 융자연계형 소부장 구조혁신 내역사업 내내역사업 글로벌선도 기술개발 수출지향형 (2년 || 100000.0만원/unknown/review: 계형 소부장 구조혁신 내역사업 내내역사업 글로벌선도 기술개발 수출지향형 (2년, 10억원) 글로벌협력형 (5년, 25억원) 중소기업 유망기술개발 국가전략기술 도메인특화 || 250000.0만원/unknown/review: 25억원) 중소기업 유망기술개발 국가전략기술 도메인특화 AI (2년 || 1000000.0만원/unknown/review: 100억원) AI후보물질 (2년 || 100000.0만원/unknown/review: 10억원) 신약파이프라인 (3년 || 300000.0만원/unknown/review: I (2년, 100억원) AI후보물질 (2년, 10억원) 신약파이프라인 (3년, 30억원) 구조혁신 (2년, 5억원) 소부장 (2년, 5억원) 일반(K-뷰티, 소셜벤처, || ... 후보 30개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120845,limit_candidate_large_delta
PBLN_000000000120865,2026년 한ㆍ이스라엘 국제공동기술개발사업 신규 과제 통합 공고,산업통상부,168000.0,최대 16.8억원,support_amount,subtract,420000.0,최대 42억원,support_amount,subtract,2.5x,new_2x_plus,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=168000,new=420000",단위 : 원) 구분 라이트하우스 프로그램 (Lighthouse Program) 과제 규모 제한 없음 과제당 최대 지원금(양국 컨소시엄 합계) 1) 42억 한국 측 예산 비율에 따른 과제당 지원금 2) 30% 12,14000.0만원/support_amount/subtract: 단위 : 원) 구분 R&D Pilot 타당성 조사 과제 규모 제한없음 1.4억 과제당 최대 지원금(양국 합계) * 28억 14억 7천만 한국 측 예산 비율에 따른 과제당 지원금 ** 30% 8 || 280000.0만원/support_amount/subtract: 4억 과제당 최대 지원금(양국 합계) * 28억 14억 7천만 한국 측 예산 비율에 따른 과제당 지원금 ** 30% 8 || 140000.0만원/support_amount/subtract: 4억 과제당 최대 지원금(양국 합계) * 28억 14억 7천만 한국 측 예산 비율에 따른 과제당 지원금 ** 30% 8 || 84000.0만원/support_amount/subtract: 4억 과제당 최대 지원금(양국 합계) * 28억 14억 7천만 한국 측 예산 비율에 따른 과제당 지원금 ** 30% 8.4억 4 || 42000.0만원/unknown/review: 4억 4.2억 2천1백만 40% 11 || 112000.0만원/unknown/review: 2억 2천1백만 40% 11.2억 5 || 56000.0만원/unknown/review: 2억 5.6억 2천8백만 50% 14억 7억 3천5백만 60% 16 || 140000.0만원/unknown/review: 6억 2천8백만 50% 14억 7억 3천5백만 60% 16 || ... 후보 31개 추가,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120865,limit_candidate_large_delta
PBLN_000000000120866,2026년 부산형 SiC 전력반도체 연구플랫폼 활성화 지원사업 기업지원 모집 공고,부산광역시,100.0,최대 100만원,support_amount,subtract,2200.0,"최대 2,200만원",support_amount,subtract,22x,new_10x_plus,needs_manual_review,hold,문맥만으로 기존값/새값 확정이 어렵습니다(needs_manual_review).,large_amount_delta,"amount_delta_20_percent:old=100,new=2200","000천원일 경우 - 기업지원금 : 총 22,000천원(20","2000.0만원/support_amount/subtract: (예시)지원금액이 20,000천원일 경우 - 기업지원금 : 총 22 || 2200.0만원/support_amount/subtract: 000천원일 경우 - 기업지원금 : 총 22,000천원(20 || 2000.0만원/unknown/review: 000천원(20,000천원(공급가액) + 2 || 200.0만원/self_funding/review: 000천원(공급가액) + 2,000천원(부가가치세)) - 기업부담금 : 총 2 || 220.0만원/self_funding/review: 000천원(부가가치세)) - 기업부담금 : 총 2,200천원(2 || 200.0만원/unknown/review: 200천원(2,000천원(공급가액) + 200천원(부가가치세)) 이상 漠杳 Ⅱ || 20.0만원/unknown/review: 000천원(공급가액) + 200천원(부가가치세)) 이상 漠杳 Ⅱ || 2000.0만원/unknown/review: 까지 최대 20,000천원/건 부산 내 || ... 후보 15개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120866,manual_review_pattern
PBLN_000000000121194,[경남] 고성군 2026년 지역지식재산창출 지원사업 공고,경상남도,130.0,최대 130만원,subsidy,subtract,90.0,최대 90만원,support_amount,subtract,0.692x,moderate_delta,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=130,new=90",300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원,"130.0만원/total_support_scale/review: 지원 대상 고성군 소재 중소기업 - : 지원 건수 기업당 건 이내 - : 3 지원 금액 대리인비용 부가세 제외 의 일부 지원 - : ( ) 지원사업 세부사업 최대지원금액 지원규모 국내권리화 특 허 실용신안 디 자 인 상 표 천원1,300 천원900 천원350 천원250 대리인비용 별도 || 90.0만원/support_amount/subtract: 300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 || 35.0만원/support_amount/subtract: 300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 || 300.0만원/total_support_scale/review: 관납료 등 의 일부 지원) 지원사업 세부사업 최대지원금액 지원규모 해외권리화 특허 실용신안/ 디 자 인 상 표 천원3,000 천원2 || 280.0만원/total_support_scale/review: 지원금액 지원규모 해외권리화 특허 실용신안/ 디 자 인 상 표 천원3,000 천원2,800 천원2,500 국내대리인비용 별도(VAT ) 및 해외출원 비용의 이내90% 지원 신청",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121194,limit_candidate_large_delta
PBLN_000000000121197,[경남] 창녕군 2026년 지역지식재산 창출지원사업 공고,경상남도,130.0,최대 130만원,subsidy,subtract,90.0,최대 90만원,support_amount,subtract,0.692x,moderate_delta,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=130,new=90",300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원,"130.0만원/total_support_scale/review: 지원 대상 창녕군 소재 중소기업 - : 지원 건수 기업당 건 이내 - : 3 지원 금액 대리인비용 부가세 제외 의 일부 지원 - : ( ) 지원사업 세부사업 최대지원금액 지원규모 국내권리화 특 허 실용신안 디 자 인 상 표 천원1,300 천원900 천원350 천원250 대리인비용 별도 || 90.0만원/support_amount/subtract: 300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 || 35.0만원/support_amount/subtract: 300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 || 300.0만원/total_support_scale/review: 관납료 등 의 일부 지원) 지원사업 세부사업 최대지원금액 지원규모 해외권리화 특허 실용신안/ 디 자 인 상 표 천원3,000 천원2 || 280.0만원/total_support_scale/review: 지원금액 지원규모 해외권리화 특허 실용신안/ 디 자 인 상 표 천원3,000 천원2,800 천원2,500 국내대리인비용 별도(VAT ) 및 해외출원 비용의 이내90% 지원 신청",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121197,limit_candidate_large_delta
PBLN_000000000121348,2026년 한-체코ㆍ한-중국 에너지국제공동R&D 신규지원 대상과제 공고,기후에너지환경부,75000.0,,support_amount,subtract,37500.0,최대 3.8억원,support_amount,subtract,0.5x,new_half_or_less,likely_new_limit_candidate,hold,새 후보가 월별/인원별/건별/취득금액/연간한도 문맥이라 대표금액 확정이 어렵습니다.,large_amount_delta,"amount_delta_20_percent:old=75000,new=37500",5억원(과제당 3.75억원 내외) *국내 컨소시엄 연구개발기관 지원금에 해당 ▪개발형태 : 혁신제품형 ▪기 술 료 : 징수 ▪연구개발기간 : 36개월 이내 ▪주관연구개발,240000.0만원/total_support_scale/review: 연구개발비 지원규모 및 연구개발기간 등 □ 한-체코 국제공동연구 氠瑢 내역사업 공모형태 (개발형태) 개 요 기술분야 지원과제수 글로벌 시장개척 자유공모 (혁신제품형) ▪지원규모 : 총 24억원 내외(과제당 12억원 내외) (1차년도 7 || 120000.0만원/total_support_scale/review: 연구개발비 지원규모 및 연구개발기간 등 □ 한-체코 국제공동연구 氠瑢 내역사업 공모형태 (개발형태) 개 요 기술분야 지원과제수 글로벌 시장개척 자유공모 (혁신제품형) ▪지원규모 : 총 24억원 내외(과제당 12억원 내외) (1차년도 7 || 75000.0만원/total_support_scale/review: 연구개발비 지원규모 및 연구개발기간 등 □ 한-체코 국제공동연구 氠瑢 내역사업 공모형태 (개발형태) 개 요 기술분야 지원과제수 글로벌 시장개척 자유공모 (혁신제품형) ▪지원규모 : 총 24억원 내외(과제당 12억원 내외) (1차년도 7.5억원(과제당 3 || 37500.0만원/support_amount/subtract: 5억원(과제당 3.75억원 내외) *국내 컨소시엄 연구개발기관 지원금에 해당 ▪개발형태 : 혁신제품형 ▪기 술 료 : 징수 ▪연구개발기간 : 36개월 이내 ▪주관연구개발 || 150000.0만원/total_support_scale/review: ESS 1) □ 한-중국 국제공동연구 氠瑢 내역사업 공모형태 (개발형태) 개 요 기술분야 지원과제수 글로벌 시장개척 자유공모 (혁신제품형) ▪지원규모 : 15억원 내외(1차년도 2 || 25000.0만원/total_support_scale/review: ESS 1) □ 한-중국 국제공동연구 氠瑢 내역사업 공모형태 (개발형태) 개 요 기술분야 지원과제수 글로벌 시장개척 자유공모 (혁신제품형) ▪지원규모 : 15억원 내외(1차년도 2.5억원 내외) *국내 컨소시엄 연구개발기관 지원금에 해당 ▪개발형태 : 혁신제품형 ▪기 술 료 : 징수 ▪ || 240000.0만원/total_support_scale/review: 연구개발비지원규모및연구개발기간등 □한-체코국제공동연구내역사업공모형태(개발형태) 개 요 기술분야지원과제수 글로벌 시장개척자유공모(혁신제품형)▪지원규모 : 총 24억원 내외(과제당 12억원 내외)(1차년도 7 || 120000.0만원/total_support_scale/review: 연구개발비지원규모및연구개발기간등 □한-체코국제공동연구내역사업공모형태(개발형태) 개 요 기술분야지원과제수 글로벌 시장개척자유공모(혁신제품형)▪지원규모 : 총 24억원 내외(과제당 12억원 내외)(1차년도 7 || ... 후보 5개 추가,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121348,unit_basis_ambiguous
PBLN_000000000121785,[전남광주] 2026년 소규모 밀착 안전망 구축사업 참여기업 모집 공고(지역 중대재해 예방 사각지대 해소사업),전남광주통합특별시,10000.0,최대 1억원,support_amount,subtract,25.0,최대 25만원,support_amount,subtract,0.0025x,new_1pct_or_less,likely_new_limit_candidate,hold,기존값과 새값 차이가 100배 이상이라 단위/표 연결 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=10000,new=25",방진마스크최대25만원4 추진절차  (제조업) 5~19인 제조 안전 길잡이 구축①공고및접수⇒②현장위험성평 가⇒③선정및지원품 목 확 정⇒④맞춤형지원및,10000.0만원/unknown/review: ☞ 광주광역시 소재 소규모 제조ㆍ건설 현장 - (제조업) 상시근로자 5인 이상 ~ 20인 미만 고위험 공정 보유 기업 - (건설업) 공사금액 1억 원 미만의 초소규모 건설현장 ☞ (제조업) 5~19인 제조 안전 길잡이 구축 지원 - (건설업) 1억 미만 건설 안전 기동대 운영 지원 || 10000.0만원/unknown/review: ☞ 광주광역시 소재 소규모 제조ㆍ건설 현장 - (제조업) 상시근로자 5인 이상 ~ 20인 미만 고위험 공정 보유 기업 - (건설업) 공사금액 1억 원 미만의 초소규모 건설현장 ☞ (제조업) 5~19인 제조 안전 길잡이 구축 지원 - (건설업) 1억 미만 건설 안전 기동대 운영 지원 || 10000.0만원/total_support_scale/review: □ (운영기관) (사)광주경영자총협회 - 2 - 2 지원대상 및 규모 □ (지원대상) 광주광역시 소재 소규모 제조 건설 현장 - (제조업) 상시근로자 5인 이상 ~ 20인 미만 고위험 공정 보유 기업 - (건설업) 공사금액 1억 원 미만의 초소규모 건설현장 □ (지원규모) 총 300개소 || 150.0만원/consulting_fee/recommend_only: / 건설업 100개소) □ (지원제외) 다음 중 하나 이상에 해당하는 기업 또는 사업주 - 정부 또는 지차체 등의 유사한 지원사업에 참여 중인 기업 - 근로기준법 제43조의2에 따라 임금 등을 체불하여 명단이 공개 중인 사업주 - 중대재해 발생 등으로 명단이 공표된 사업장 - 제출서류의 || 60.0만원/unknown/review: 화기작업(용접등)용방화담요(방염포)등 최대60만원 안전설비및시각화구축 (직관적물리방호장치)지게차동선사각지대해소용반사경(볼록거울) || 90.0만원/unknown/review: 대피포스터및야광(형광)대피로유도선등 최대90만원 || 10000.0만원/consulting_fee/recommend_only: 사업장별 현장 진단 결과 반영하여 지원 품목 변동 가능  (건설업) 1억 미만 건설 안전 기동대 운영 - 지원내용구분내용비고현장방호및필수물품지원 이동식가드레일 || 65.0만원/equipment_usage_fee/recommend_only: 방화담요등초기화재진압장비지급현장방문진단과동시에시설물및물품즉각전개 현장기술지도 추락 화재등핵심위험요인원포인트기술지도및신속조치 당일공정맞춤형TBM실습코칭및보호구실착용지도기동대불시/예약방문을통한당일공정맞춤형지도 - 4 - - 지원수준 : 1개소당 최대 65만 원지원분야주요지원품목예시(안) 비 || ... 후보 3개 추가,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121785,extreme_delta
